statistic_yyy,site_id,people_total,area,population_density
110,雲林縣大埤鄉,18451,44.9973,410
110,雲林縣莿桐鄉,27970,50.8502,550
110,雲林縣林內鄉,17131,37.6035,456
110,雲林縣二崙鄉,25660,59.5625,431
110,雲林縣崙背鄉,23584,58.484,403
110,雲林縣麥寮鄉,48695,80.1668,607
110,雲林縣東勢鄉,13849,48.3562,286
110,雲林縣褒忠鄉,12279,37.0552,331
110,雲林縣臺西鄉,22558,54.0983,417
110,雲林縣元長鄉,24177,71.5872,338
110,雲林縣四湖鄉,21891,77.1189,284
110,雲林縣口湖鄉,25976,80.4612,323
110,雲林縣水林鄉,23737,72.9582,325
110,嘉義縣太保市,38571,66.8964,577
110,嘉義縣朴子市,41256,49.5737,832
110,嘉義縣布袋鎮,25521,61.7307,413
110,嘉義縣大林鎮,30068,64.1663,469
110,嘉義縣民雄鄉,70675,85.4969,827
110,嘉義縣溪口鄉,13761,33.0463,416
110,嘉義縣新港鄉,30705,66.0495,465
110,嘉義縣六腳鄉,21774,62.2619,350
110,嘉義縣東石鄉,23464,81.5821,288
110,嘉義縣義竹鄉,17232,79.2925,217
110,嘉義縣鹿草鄉,14658,54.3151,270
110,嘉義縣水上鄉,48529,69.1198,702
110,嘉義縣中埔鄉,43602,129.5016,337
110,嘉義縣竹崎鄉,34190,162.2256,211
110,嘉義縣梅山鄉,18324,119.7571,153
110,嘉義縣番路鄉,11033,117.5269,94
110,嘉義縣大埔鄉,4533,173.2472,26
110,嘉義縣阿里山鄉,5420,427.8471,13
110,屏東縣屏東市,195862,65.067,3010
110,屏東縣潮州鎮,53546,42.4331,1262
110,屏東縣東港鎮,46268,29.4635,1570
110,屏東縣恆春鎮,30089,136.763,220
110,屏東縣萬丹鄉,49696,57.4679,865
110,屏東縣長治鄉,29337,39.8861,736
110,屏東縣麟洛鄉,10629,16.26,654
110,屏東縣九如鄉,21734,42.0187,517
110,屏東縣里港鄉,25696,68.9208,373
110,屏東縣鹽埔鄉,24586,64.3493,382
110,屏東縣高樹鄉,23439,90.1522,260
110,屏東縣萬巒鄉,19915,60.7315,328
110,屏東縣內埔鄉,52544,81.8554,642
110,屏東縣竹田鄉,16318,29.0732,561
110,屏東縣新埤鄉,9451,59.0102,160
110,屏東縣枋寮鄉,23246,57.7347,403
110,屏東縣新園鄉,33447,38.3109,873
110,屏東縣崁頂鄉,15272,31.2659,488
110,屏東縣林邊鄉,17023,15.6233,1090
110,屏東縣南州鄉,10133,18.97,534
110,屏東縣佳冬鄉,18321,30.9842,591
110,屏東縣琉球鄉,12104,6.8018,1780
110,屏東縣車城鄉,8181,49.8517,164
110,屏東縣滿州鄉,7353,142.2013,52
110,屏東縣枋山鄉,5150,17.2697,298
110,屏東縣三地門鄉,7711,196.3965,39
110,屏東縣霧臺鄉,3259,278.796,12
110,屏東縣瑪家鄉,6706,78.7008,85
110,屏東縣泰武鄉,5360,118.6266,45
110,屏東縣來義鄉,7397,167.7756,44
110,屏東縣春日鄉,4930,160.001,31
110,屏東縣獅子鄉,4888,301.0018,16
110,屏東縣牡丹鄉,4849,181.8366,27
110,臺東縣臺東市,103943,109.7691,947
110,臺東縣成功鎮,13330,143.9939,93
110,臺東縣關山鎮,8274,58.7351,141
110,臺東縣卑南鄉,16833,412.6871,41
110,臺東縣大武鄉,5635,69.1454,81
110,臺東縣太麻里鄉,10819,96.6523,112
110,臺東縣東河鄉,8106,210.1908,39
110,臺東縣長濱鄉,6791,155.1868,44
110,臺東縣鹿野鄉,7482,89.698,83
110,臺東縣池上鄉,7976,82.6854,96
110,臺東縣綠島鄉,4124,15.0919,273
110,臺東縣延平鄉,3591,455.8805,8
110,臺東縣海端鄉,4151,880.0382,5
110,臺東縣達仁鄉,3437,306.4454,11
110,臺東縣金峰鄉,3663,380.6635,10
110,臺東縣蘭嶼鄉,5231,48.3892,108
110,花蓮縣花蓮市,100955,29.4095,3433
110,花蓮縣鳳林鎮,10679,120.5181,89
110,花蓮縣玉里鎮,22878,252.3719,91
110,花蓮縣新城鄉,20252,29.4095,689
110,花蓮縣吉安鄉,83122,65.2582,1274
110,花蓮縣壽豐鄉,17351,218.4448,79
110,花蓮縣光復鄉,12185,157.11,78
110,花蓮縣豐濱鄉,4327,162.4332,27
110,花蓮縣瑞穗鄉,11123,135.5862,82
110,花蓮縣富里鄉,9812,176.3705,56
110,花蓮縣秀林鄉,16555,1641.8555,10
110,花蓮縣萬榮鄉,6152,618.491,10
110,花蓮縣卓溪鄉,5967,1021.313,6
110,澎湖縣馬公市,63289,33.9918,1862
110,澎湖縣湖西鄉,15447,33.3008,464
110,澎湖縣白沙鄉,9989,20.0875,497
110,澎湖縣西嶼鄉,8338,18.7148,446
110,澎湖縣望安鄉,5415,13.7824,393
110,澎湖縣七美鄉,3862,6.9868,553
110,基隆市中正區,50654,10.2118,4960
110,基隆市七堵區,53276,56.2659,947
110,基隆市暖暖區,38398,22.8283,1682
110,基隆市仁愛區,41842,4.2335,9884
110,基隆市中山區,45755,10.5238,4348
110,基隆市安樂區,81001,18.025,4494
110,基隆市信義區,53051,10.6706,4972
110,新竹市東區,221651,33.5768,6601
110,新竹市北區,152348,15.7267,9687
110,新竹市香山區,78641,54.8491,1434
110,嘉義市東區,118956,30.1556,3945
110,嘉義市西區,145771,29.87,4880
110,金門縣金城鎮,42845,21.713,1973
110,金門縣金湖鎮,30593,41.696,734
110,金門縣金沙鎮,20785,41.19,505
110,金門縣金寧鄉,33901,29.854,1136
110,金門縣烈嶼鄉,12743,16.003,796
110,金門縣烏坵鄉,672,1.2,560
110,連江縣南竿鄉,7657,10.4,736
110,連江縣北竿鄉,2998,9.9,303
110,連江縣莒光鄉,1496,4.7,318
110,連江縣東引鄉,1494,3.8,393
110,東沙群島,…,2.38,…
110,南沙群島,…,0.5045,…
,,,,
,說明：1.人口密度係指每單位土地面積內之人口數。,,,
,2.96年12月起，我國土地面積增列東沙群島(2.38平方公里)及南沙群島(0.4896平方公里),,,
,，由高雄市代管；原金門縣烏坵鄉面積，因重測由2.6平方公里修正為1.2平方公里。,,,
