trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20200101,4190,2394,2777
20200101,4200,5190,4283
20200101,4210,2947,3767
20200101,4220,30845,30978
20200101,4250,2034,3993
20200101,4260,1006,1129
20200101,4270,380,509
20200101,4271,701,1139
20200101,4272,2787,2493
20200101,4290,1596,2142
20200101,4300,1847,2113
20200101,4310,3149,3433
20200101,4320,1803,1670
20200101,4330,2586,2618
20200101,4340,12669,11500
20200101,4350,873,859
20200101,4360,705,728
20200101,4370,928,961
20200101,4380,217,281
20200101,4390,473,471
20200101,4400,21694,16515
20200101,4410,641,537
20200101,4420,1015,1052
20200101,4430,1059,1031
20200101,4440,5054,4985
20200101,4450,681,716
20200101,4460,1344,1470
20200101,4470,83,128
20200101,5000,11064,12267
20200101,5010,227,264
20200101,5020,126,200
20200101,5030,653,684
20200101,5040,449,474
20200101,5050,4126,4048
20200101,5060,59,75
20200101,5070,465,618
20200101,5080,5,11
20200101,5090,400,358
20200101,5100,138,108
20200101,5110,60,145
20200101,5120,1298,1235
20200101,5130,103,3
20200101,5140,0,1
20200101,5160,0,3
20200101,5190,186,208
20200101,5200,25,13
20200101,5210,598,504
20200101,5220,258,154
20200101,5230,745,584
20200101,5240,7,12
20200101,6000,6227,4374
20200101,6010,3,3
20200101,6020,201,120
20200101,6030,27,19
20200101,6040,6,10
20200101,6050,496,456
20200101,6060,3,1
20200101,6070,582,469
20200101,6080,221,128
20200101,6090,2,1
20200101,6100,14,5
20200101,6110,996,1141
20200101,6120,7,9
20200101,6130,624,510
20200101,6140,40,34
20200101,6150,3,3
20200101,6160,428,438
20200101,6170,52,64
20200101,6180,338,289
20200101,6190,23,20
20200101,6200,39,22
20200101,6210,48,53
20200101,6220,215,275
20200101,6230,19,26
20200101,6240,214,460
20200101,6250,404,344
20200101,7000,13822,11744
20200101,7010,166,134
20200101,7020,5,22
20200101,7030,1442,1081
20200101,7040,28,30
20200101,7050,46,58
20200101,7060,716,772
20200101,7070,33,36
20200101,7080,29,22
20200101,7090,785,807
20200101,7100,183,127
20200101,7110,5,4
20200101,7120,480,592
20200101,7130,790,1611
20200101,7140,19,23
20200101,7150,532,529
20200101,7160,6840,5725
20200101,7170,1,3
20200101,7180,135,158
20200101,7190,6035,5230
20200101,7200,85,101
20200101,7210,3371,2807
20200101,7220,72,60
20200101,7230,1198,1222
20200101,7240,200,118
20200101,7250,77,73
20200101,7260,196,222
20200101,7270,237,152
20200101,7280,24,35
20200101,7290,1234,1099
20200101,7300,137,160
20200101,7310,614,700
20200101,7320,90,120
20200101,7330,97,126
20200101,7331,17,18
20200101,7332,2128,2277
20200101,7333,13,20
20200101,7334,30,20
20200101,7335,475,491
20200101,7336,704,630
20200101,7350,1021,1012
20200101,7360,5973,7075
20200101,7361,229,228
20200101,7362,268,307
20200101,7380,457,518
20200101,7390,231,263
20200102,900,7709,7240
20200102,910,1504,1482
20200102,920,2597,2350
20200102,930,6525,6731
20200102,940,3007,2934
20200102,950,2283,2032
20200102,960,11076,11628
20200102,970,11077,11257
20200102,980,12005,12514
20200102,990,18477,18536
20200102,1000,60656,60765
20200102,1010,4914,4252
20200102,1020,19587,19836
20200102,1030,3239,3150
20200102,1040,14923,15035
20200102,1050,1187,1133
20200102,1060,1621,1667
20200102,1070,9225,9198
20200102,1080,27625,27826
20200102,1090,9696,9546
20200102,1100,24362,24753
20200102,1110,6029,5860
20200102,1120,5424,5116
20200102,1130,1760,1761
20200102,1140,65,87
20200102,1150,971,1035
20200102,1160,3471,3164
20200102,1170,5356,5777
20200102,1180,5138,5219
20200102,1190,2356,2551
20200102,1191,314,356
20200102,1192,1752,1802
20200102,1193,603,617
20200102,1194,2789,2731
20200102,1201,57,75
20200102,1202,112,130
20200102,1203,631,461
20200102,1204,79,87
20200102,1205,33,39
20200102,1206,70,71
20200102,1207,5,8
20200102,1208,286,489
20200102,1210,17937,17365
20200102,1220,1251,1204
20200102,1230,605,608
20200102,1240,140,244
20200102,1250,7952,8062
20200102,2110,42,39
20200102,2120,121,130
20200102,2130,1259,1308
20200102,2140,16,20
20200102,2150,264,256
20200102,2160,62,60
20200102,2170,696,733
20200102,2180,1449,1428
20200102,2190,249,213
20200102,2200,2123,2042
20200102,2210,92,85
20200102,2220,945,989
20200102,2230,2037,2085
20200102,2240,356,338
20200102,2250,634,602
20200102,2260,411,206
20200102,3140,309,356
20200102,3150,694,707
20200102,3160,5617,5640
20200102,3170,104,91
20200102,3180,784,760
20200102,3190,691,765
20200102,3210,711,646
20200102,3220,2318,2282
20200102,3230,6275,6663
20200102,3240,593,562
20200102,3250,2235,2215
20200102,3260,462,453
20200102,3270,923,974
20200102,3280,2697,2618
20200102,3290,942,914
20200102,3300,20531,19501
20200102,3310,1253,1328
20200102,3320,2937,2875
20200102,3330,708,764
20200102,3340,5832,5761
20200102,3350,503,772
20200102,3360,11876,12236
20200102,3370,902,1082
20200102,3380,800,859
20200102,3390,7211,7241
20200102,3400,465,463
20200102,3410,1087,1090
20200102,3420,2447,2446
20200102,3430,961,938
20200102,3431,17,18
20200102,3432,78,89
20200102,3433,16,25
20200102,3434,362,388
20200102,3435,137,155
20200102,3436,462,347
20200102,3450,647,670
20200102,3460,158,163
20200102,3470,4822,5117
20200102,3480,1677,1655
20200102,3490,130,151
20200102,4050,1460,1527
20200102,4060,1698,1755
20200102,4070,828,916
20200102,4080,8215,8246
20200102,4090,596,576
20200102,4100,191,195
20200102,4110,597,566
20200102,4120,5020,4891
20200102,4130,1031,1056
20200102,4140,561,632
20200102,4150,1385,1486
20200102,4160,144,159
20200102,4170,3570,3691
20200102,4180,1594,1542
20200102,4190,2632,2639
20200102,4200,2930,3026
20200102,4210,4090,3971
20200102,4220,23139,23437
20200102,4250,1592,1928
20200102,4260,757,835
20200102,4270,409,429
20200102,4271,914,1107
20200102,4272,2212,1917
20200102,4290,2258,2211
20200102,4300,1616,1724
20200102,4310,2596,2582
20200102,4320,1320,1468
20200102,4330,2427,2388
20200102,4340,9262,9044
20200102,4350,807,833
20200102,4360,788,711
20200102,4370,995,1008
20200102,4380,203,206
20200102,4390,514,588
20200102,4400,14049,13577
20200102,4410,632,623
20200102,4420,1120,1035
20200102,4430,1031,969
20200102,4440,4513,4455
20200102,4450,619,680
20200102,4460,1150,1185
20200102,4470,139,142
20200102,5000,9220,9598
20200102,5010,192,221
20200102,5020,149,172
20200102,5030,560,586
20200102,5040,283,312
20200102,5050,3388,3135
20200102,5060,143,175
20200102,5070,488,444
20200102,5080,4,2
20200102,5090,422,372
20200102,5100,121,118
20200102,5110,45,42
20200102,5120,691,638
20200102,5160,0,1
20200102,5190,119,179
20200102,5200,15,26
20200102,5210,390,365
20200102,5220,118,90
20200102,5230,598,494
20200102,5240,21,27
20200102,6000,4618,3503
20200102,6010,3,4
20200102,6020,232,155
20200102,6030,34,58
20200102,6040,8,11
20200102,6050,495,471
20200102,6060,4,11
20200102,6070,449,401
20200102,6080,90,108
20200102,6090,18,11
20200102,6100,10,10
20200102,6110,1041,965
20200102,6120,6,8
20200102,6130,558,503
20200102,6140,34,27
20200102,6150,9,8
20200102,6160,481,448
20200102,6170,33,51
20200102,6180,314,339
20200102,6190,24,31
20200102,6200,23,27
20200102,6210,73,59
20200102,6220,288,272
20200102,6230,18,21
20200102,6240,249,286
20200102,6250,449,395
20200102,7000,11493,11197
20200102,7010,152,192
20200102,7020,13,20
20200102,7030,1683,877
20200102,7040,46,39
20200102,7050,84,94
20200102,7060,905,907
20200102,7070,11,21
20200102,7080,16,26
20200102,7090,931,951
20200102,7100,188,197
20200102,7110,11,10
20200102,7120,576,627
20200102,7130,886,1906
20200102,7140,21,20
20200102,7150,585,601
20200102,7160,4866,4816
20200102,7170,1,8
20200102,7180,188,194
20200102,7190,4587,4129
20200102,7200,165,161
20200102,7210,2055,1896
20200102,7220,103,69
20200102,7230,1474,1413
20200102,7240,67,73
20200102,7250,99,103
20200102,7260,219,234
20200102,7270,112,100
20200102,7280,23,18
20200102,7290,614,635
20200102,7300,192,210
20200102,7310,751,781
20200102,7320,116,127
20200102,7330,38,96
20200102,7331,9,4
20200102,7332,2299,2454
20200102,7333,12,9
20200102,7334,25,26
20200102,7335,309,325
20200102,7336,666,696
20200102,7350,891,823
20200102,7360,7385,8263
20200102,7361,243,264
20200102,7362,334,350
20200102,7380,673,653
20200102,7390,453,464
20200103,900,8713,8086
20200103,910,1500,1570
20200103,920,2794,2568
20200103,930,7112,7329
20200103,940,3141,3120
20200103,950,2437,1999
20200103,960,11767,12305
20200103,970,11675,11591
20200103,980,13051,14132
20200103,990,19854,19646
20200103,1000,67692,65289
20200103,1010,4919,5032
20200103,1020,22059,22290
20200103,1030,3376,3262
20200103,1040,16298,16602
20200103,1050,1229,1273
20200103,1060,1654,1707
20200103,1070,9962,9903
20200103,1080,29675,31098
20200103,1090,10587,10147
20200103,1100,28381,28310
20200103,1110,6527,6389
20200103,1120,6606,5536
20200103,1130,1741,1966
20200103,1140,89,119
20200103,1150,1071,854
20200103,1160,4334,4082
20200103,1170,6905,6213
20200103,1180,5737,5818
20200103,1190,2801,2884
20200103,1191,373,313
20200103,1192,2298,1948
20200103,1193,758,718
20200103,1194,3177,3278
20200103,1201,58,73
20200103,1202,127,131
20200103,1203,526,477
20200103,1204,105,98
20200103,1205,43,48
20200103,1206,37,31
20200103,1207,4,5
20200103,1208,248,323
20200103,1210,21135,20077
20200103,1220,1588,1130
20200103,1230,632,660
20200103,1240,203,258
20200103,1250,9326,9589
20200103,2110,42,40
20200103,2120,132,142
20200103,2130,2162,1358
20200103,2140,19,23
20200103,2150,258,309
20200103,2160,48,40
20200103,2170,790,979
20200103,2180,1509,1848
20200103,2190,262,283
20200103,2200,2382,2867
20200103,2210,86,95
20200103,2220,1005,1356
20200103,2230,2818,2741
20200103,2240,371,395
20200103,2250,718,661
20200103,2260,1290,1969
20200103,3140,390,439
20200103,3150,937,957
20200103,3160,6696,6822
20200103,3170,122,117
20200103,3180,784,943
20200103,3190,711,889
20200103,3210,492,564
20200103,3220,2573,2479
20200103,3230,7455,8926
20200103,3240,670,669
20200103,3250,2480,2572
20200103,3260,526,569
20200103,3270,1125,1329
20200103,3280,2943,3113
20200103,3290,1192,1316
20200103,3300,24174,23899
20200103,3310,1499,1524
20200103,3320,3533,3217
20200103,3330,723,755
20200103,3340,9246,6620
20200103,3350,2660,1806
20200103,3360,13694,15454
20200103,3370,1076,1419
20200103,3380,944,973
20200103,3390,8481,9440
20200103,3400,431,637
20200103,3410,1077,1405
20200103,3420,2729,3473
20200103,3430,1089,1286
20200103,3431,14,25
20200103,3432,76,94
20200103,3433,22,17
20200103,3434,204,206
20200103,3435,174,221
20200103,3436,301,331
20200103,3450,809,949
20200103,3460,182,234
20200103,3470,6743,6490
20200103,3480,2164,2552
20200103,3490,153,222
20200103,4050,2131,1786
20200103,4060,2485,1950
20200103,4070,1025,1109
20200103,4080,9893,10912
20200103,4090,687,874
20200103,4100,195,303
20200103,4110,607,751
20200103,4120,5566,6247
20200103,4130,1356,1132
20200103,4140,560,742
20200103,4150,1654,1635
20200103,4160,161,173
20200103,4170,4060,4216
20200103,4180,1871,1549
20200103,4190,3302,2907
20200103,4200,3917,3389
20200103,4210,4990,3938
20200103,4220,27806,27710
20200103,4250,2250,1662
20200103,4260,1003,916
20200103,4270,538,412
20200103,4271,1593,977
20200103,4272,2424,2538
20200103,4290,2905,2294
20200103,4300,1814,1935
20200103,4310,3040,3077
20200103,4320,1448,1582
20200103,4330,3089,2626
20200103,4340,11653,11627
20200103,4350,912,1017
20200103,4360,797,867
20200103,4370,1025,1058
20200103,4380,240,242
20200103,4390,541,602
20200103,4400,15661,16617
20200103,4410,653,668
20200103,4420,1184,1204
20200103,4430,1268,1195
20200103,4440,5827,5547
20200103,4450,743,832
20200103,4460,1323,1373
20200103,4470,145,162
20200103,5000,10952,11708
20200103,5010,264,240
20200103,5020,174,194
20200103,5030,681,713
20200103,5040,317,351
20200103,5050,3603,4163
20200103,5060,170,174
20200103,5070,788,516
20200103,5080,14,11
20200103,5090,435,485
20200103,5100,121,127
20200103,5110,60,65
20200103,5120,867,1035
20200103,5130,14,1
20200103,5160,1,1
20200103,5190,253,154
20200103,5200,25,30
20200103,5210,473,516
20200103,5220,139,154
20200103,5230,996,561
20200103,5240,9,8
20200103,6000,5090,4865
20200103,6010,2,6
20200103,6020,176,190
20200103,6030,65,40
20200103,6040,8,4
20200103,6050,564,657
20200103,6060,7,8
20200103,6070,500,522
20200103,6080,166,175
20200103,6090,14,17
20200103,6100,14,10
20200103,6110,1356,1298
20200103,6120,18,13
20200103,6130,596,787
20200103,6140,40,39
20200103,6150,7,7
20200103,6160,529,516
20200103,6170,52,58
20200103,6180,352,354
20200103,6190,13,26
20200103,6200,27,9
20200103,6210,60,59
20200103,6220,318,359
20200103,6230,20,25
20200103,6240,369,223
20200103,6250,456,480
20200103,7000,14033,12972
20200103,7010,177,165
20200103,7020,22,33
20200103,7030,1740,983
20200103,7040,54,50
20200103,7050,74,88
20200103,7060,975,973
20200103,7070,18,17
20200103,7080,28,30
20200103,7090,987,1070
20200103,7100,260,324
20200103,7110,9,9
20200103,7120,637,692
20200103,7130,857,1944
20200103,7140,16,20
20200103,7150,649,727
20200103,7160,6069,5635
20200103,7170,5,6
20200103,7180,187,204
20200103,7190,4768,4775
20200103,7200,149,161
20200103,7210,2061,2119
20200103,7220,122,76
20200103,7230,1485,1397
20200103,7240,101,115
20200103,7250,98,114
20200103,7260,196,247
20200103,7270,144,109
20200103,7280,19,25
20200103,7290,640,756
20200103,7300,202,234
20200103,7310,802,840
20200103,7320,124,147
20200103,7330,88,105
20200103,7331,7,2
20200103,7332,2224,2097
20200103,7333,19,31
20200103,7334,30,23
20200103,7335,231,227
20200103,7336,469,484
20200103,7350,787,770
20200103,7360,6811,7913
20200103,7361,140,139
20200103,7362,293,346
20200103,7380,696,692
20200103,7390,449,451
20200104,900,8625,8407
20200104,910,1244,1293
20200104,920,2452,2279
20200104,930,5682,5883
20200104,940,2553,2435
20200104,950,1851,1478
20200104,960,10438,10533
20200104,970,6337,6162
20200104,980,10657,10990
20200104,990,14947,14113
20200104,1000,59475,58244
20200104,1010,4258,4404
20200104,1020,21737,20861
20200104,1030,2851,2682
20200104,1040,14436,14450
20200104,1050,1222,1227
20200104,1060,1627,1566
20200104,1070,8625,8644
20200104,1080,27715,28774
20200104,1090,8961,8764
20200104,1100,28799,29356
20200104,1110,6733,5883
20200104,1120,5262,4999
20200104,1130,1708,1908
20200104,1140,73,107
20200104,1150,648,731
20200104,1160,3900,4023
20200104,1170,5976,5504
20200104,1180,4970,5110
20200104,1190,2379,2335
20200104,1191,524,418
20200104,1192,2067,1733
20200104,1193,831,842
20200104,1194,2939,2969
20200104,1201,64,91
20200104,1202,143,151
20200104,1203,720,656
20200104,1204,77,116
20200104,1205,38,44
20200104,1206,172,185
20200104,1207,9,21
20200104,1208,879,878
20200104,1210,22856,22559
20200104,1220,1392,1086
20200104,1230,632,643
20200104,1240,226,299
20200104,1250,8661,8595
20200104,2110,29,32
20200104,2120,112,127
20200104,2130,762,1069
20200104,2140,8,13
20200104,2150,422,452
20200104,2160,71,62
20200104,2170,793,956
20200104,2180,1823,1825
20200104,2190,235,258
20200104,2200,2911,3065
20200104,2210,83,87
20200104,2220,1212,1383
20200104,2230,2691,2633
20200104,2240,490,476
20200104,2250,757,742
20200104,2260,1081,264
20200104,3140,306,384
20200104,3150,846,847
20200104,3160,6021,6097
20200104,3170,84,110
20200104,3180,950,1125
20200104,3190,793,929
20200104,3210,704,845
20200104,3220,2147,2151
20200104,3230,8223,8853
20200104,3240,743,683
20200104,3250,2760,2620
20200104,3260,519,518
20200104,3270,1130,1217
20200104,3280,3091,2958
20200104,3290,1203,1127
20200104,3300,27263,27049
20200104,3310,1414,1346
20200104,3320,2872,2524
20200104,3330,946,900
20200104,3340,7969,6824
20200104,3350,501,1331
20200104,3360,14629,14626
20200104,3370,1091,1410
20200104,3380,874,959
20200104,3390,8309,8799
20200104,3400,410,655
20200104,3410,1106,1350
20200104,3420,2588,3152
20200104,3430,1103,1195
20200104,3431,25,24
20200104,3432,200,236
20200104,3433,15,14
20200104,3434,544,540
20200104,3435,159,195
20200104,3436,627,645
20200104,3450,704,820
20200104,3460,181,261
20200104,3470,5684,6071
20200104,3480,1941,2161
20200104,3490,144,225
20200104,4050,1512,1533
20200104,4060,2080,1784
20200104,4070,762,762
20200104,4080,9464,9824
20200104,4090,695,725
20200104,4100,155,237
20200104,4110,505,571
20200104,4120,4592,4946
20200104,4130,504,525
20200104,4140,470,601
20200104,4150,1442,1242
20200104,4160,142,164
20200104,4170,3420,3109
20200104,4180,1153,885
20200104,4190,2590,2289
20200104,4200,3197,3070
20200104,4210,3577,2875
20200104,4220,26253,26467
20200104,4250,1411,1406
20200104,4260,920,890
20200104,4270,399,352
20200104,4271,658,578
20200104,4272,2421,2346
20200104,4290,1223,1285
20200104,4300,1768,1855
20200104,4310,2781,2783
20200104,4320,1428,1541
20200104,4330,2405,2201
20200104,4340,10530,10478
20200104,4350,731,766
20200104,4360,727,756
20200104,4370,1176,1049
20200104,4380,193,155
20200104,4390,511,491
20200104,4400,16563,16435
20200104,4410,565,495
20200104,4420,1175,1122
20200104,4430,1136,1070
20200104,4440,5128,4914
20200104,4450,734,723
20200104,4460,1218,1276
20200104,4470,116,134
20200104,5000,10360,10632
20200104,5010,205,217
20200104,5020,156,177
20200104,5030,611,667
20200104,5040,313,394
20200104,5050,3632,3870
20200104,5060,96,115
20200104,5070,382,481
20200104,5080,10,13
20200104,5090,366,398
20200104,5100,96,132
20200104,5110,50,53
20200104,5120,958,959
20200104,5140,0,3
20200104,5160,4,3
20200104,5190,122,149
20200104,5200,26,55
20200104,5210,580,597
20200104,5220,131,175
20200104,5230,869,576
20200104,5240,5,16
20200104,6000,4559,4367
20200104,6010,5,9
20200104,6020,182,182
20200104,6030,35,45
20200104,6040,6,8
20200104,6050,400,542
20200104,6060,9,15
20200104,6070,495,535
20200104,6080,118,164
20200104,6090,9,9
20200104,6100,14,12
20200104,6110,999,1187
20200104,6120,9,16
20200104,6130,428,658
20200104,6140,39,53
20200104,6150,3,7
20200104,6160,452,444
20200104,6170,39,60
20200104,6180,282,364
20200104,6190,9,15
20200104,6200,40,44
20200104,6210,54,62
20200104,6220,246,252
20200104,6230,10,20
20200104,6240,303,243
20200104,6250,389,363
20200104,7000,13285,12290
20200104,7010,120,173
20200104,7020,14,29
20200104,7030,1362,966
20200104,7040,40,31
20200104,7050,36,37
20200104,7060,330,366
20200104,7070,16,18
20200104,7080,16,22
20200104,7090,828,777
20200104,7100,128,146
20200104,7110,6,6
20200104,7120,594,552
20200104,7130,639,1486
20200104,7140,17,29
20200104,7150,594,687
20200104,7160,5542,5987
20200104,7170,0,7
20200104,7180,155,169
20200104,7190,5041,4860
20200104,7200,125,145
20200104,7210,2318,2582
20200104,7220,83,59
20200104,7230,1282,1303
20200104,7240,113,131
20200104,7250,88,103
20200104,7260,301,285
20200104,7270,439,216
20200104,7280,46,45
20200104,7290,908,1138
20200104,7300,194,351
20200104,7310,890,862
20200104,7320,145,197
20200104,7330,112,209
20200104,7331,32,16
20200104,7332,1875,2218
20200104,7333,16,34
20200104,7334,39,58
20200104,7335,539,532
20200104,7336,1179,918
20200104,7350,1310,1298
20200104,7360,6659,7527
20200104,7361,247,314
20200104,7362,612,692
20200104,7380,631,552
20200104,7390,365,375
20200105,900,8015,7355
20200105,910,1172,1200
20200105,920,2145,1829
20200105,930,4530,4486
20200105,940,1903,1848
20200105,950,1475,1323
20200105,960,7946,8433
20200105,970,5088,5378
20200105,980,8536,9139
20200105,990,12155,13259
20200105,1000,57014,59480
20200105,1010,3744,3894
20200105,1020,21767,20945
20200105,1030,2291,2314
20200105,1040,13980,14553
20200105,1050,1031,1121
20200105,1060,1600,1578
20200105,1070,8177,8038
20200105,1080,30877,31111
20200105,1090,8194,8357
20200105,1100,32324,32827
20200105,1110,5074,4851
20200105,1120,4863,5115
20200105,1130,1930,1912
20200105,1140,83,94
20200105,1150,607,829
20200105,1160,3656,3832
20200105,1170,6519,7709
20200105,1180,4372,4931
20200105,1190,1926,2178
20200105,1191,517,490
20200105,1192,1510,2303
20200105,1193,666,882
20200105,1194,3480,2375
20200105,1201,46,74
20200105,1202,122,131
20200105,1203,549,534
20200105,1204,65,102
20200105,1205,40,40
20200105,1206,89,265
20200105,1207,13,44
20200105,1208,1051,468
20200105,1210,23210,24728
20200105,1220,919,1048
20200105,1230,620,572
20200105,1240,223,248
20200105,1250,8298,8247
20200105,2110,50,49
20200105,2120,100,101
20200105,2130,977,1386
20200105,2140,14,28
20200105,2150,495,418
20200105,2160,59,58
20200105,2170,983,761
20200105,2180,1688,1292
20200105,2190,344,320
20200105,2200,3670,3052
20200105,2210,97,59
20200105,2220,1506,1129
20200105,2230,3303,3378
20200105,2240,499,446
20200105,2250,729,672
20200105,2260,1759,269
20200105,3140,331,322
20200105,3150,841,863
20200105,3160,5731,5115
20200105,3170,118,118
20200105,3180,1129,906
20200105,3190,865,718
20200105,3210,801,686
20200105,3220,2445,2528
20200105,3230,9936,9074
20200105,3240,800,739
20200105,3250,3198,3087
20200105,3260,538,489
20200105,3270,1176,1086
20200105,3280,3394,3549
20200105,3290,1292,1286
20200105,3300,31171,31739
20200105,3310,1293,1568
20200105,3320,2432,2626
20200105,3330,998,1029
20200105,3340,8167,8965
20200105,3350,576,2367
20200105,3360,16623,16116
20200105,3370,1422,1340
20200105,3380,1125,1046
20200105,3390,9237,8238
20200105,3400,576,395
20200105,3410,1375,988
20200105,3420,3457,2511
20200105,3430,1254,1005
20200105,3431,21,23
20200105,3432,265,149
20200105,3433,15,27
20200105,3434,627,643
20200105,3435,258,217
20200105,3436,713,768
20200105,3450,1075,819
20200105,3460,274,245
20200105,3470,7433,7080
20200105,3480,2939,2156
20200105,3490,221,217
20200105,4050,1700,1940
20200105,4060,1988,2245
20200105,4070,777,759
20200105,4080,12070,10408
20200105,4090,938,754
20200105,4100,299,165
20200105,4110,558,441
20200105,4120,5672,4787
20200105,4130,501,726
20200105,4140,715,492
20200105,4150,1410,1628
20200105,4160,128,120
20200105,4170,3242,3347
20200105,4180,830,1212
20200105,4190,2690,3190
20200105,4200,3307,4064
20200105,4210,2407,3445
20200105,4220,28376,29041
20200105,4250,1539,2096
20200105,4260,1091,1154
20200105,4270,363,444
20200105,4271,433,821
20200105,4272,2940,2499
20200105,4290,1182,1388
20200105,4300,1932,1823
20200105,4310,2945,3824
20200105,4320,1460,1614
20200105,4330,2574,2753
20200105,4340,11845,12533
20200105,4350,708,728
20200105,4360,765,697
20200105,4370,817,785
20200105,4380,239,270
20200105,4390,439,397
20200105,4400,17473,17084
20200105,4410,572,526
20200105,4420,903,913
20200105,4430,1050,992
20200105,4440,5326,5508
20200105,4450,703,715
20200105,4460,1233,1188
20200105,4470,135,153
20200105,5000,11513,11103
20200105,5010,191,237
20200105,5020,194,165
20200105,5030,688,566
20200105,5040,409,381
20200105,5050,4030,3338
20200105,5060,50,59
20200105,5070,495,501
20200105,5080,7,7
20200105,5090,508,367
20200105,5100,109,88
20200105,5110,55,49
20200105,5120,1149,1113
20200105,5130,6,0
20200105,5190,211,237
20200105,5200,28,13
20200105,5210,855,537
20200105,5220,213,110
20200105,5230,1006,808
20200105,5240,16,16
20200105,6000,5554,5178
20200105,6010,4,8
20200105,6020,179,132
20200105,6030,21,16
20200105,6040,6,4
20200105,6050,651,441
20200105,6060,1,2
20200105,6070,565,454
20200105,6080,215,140
20200105,6090,10,5
20200105,6100,6,5
20200105,6110,1472,1272
20200105,6120,9,15
20200105,6130,857,492
20200105,6140,41,32
20200105,6150,6,2
20200105,6160,616,387
20200105,6170,32,25
20200105,6180,367,278
20200105,6190,15,11
20200105,6200,37,32
20200105,6210,41,51
20200105,6220,277,269
20200105,6230,2,12
20200105,6240,220,349
20200105,6250,456,392
20200105,7000,14793,13985
20200105,7010,125,148
20200105,7020,4,21
20200105,7030,1286,736
20200105,7040,31,34
20200105,7050,25,42
20200105,7060,283,324
20200105,7070,24,16
20200105,7080,4,39
20200105,7090,678,581
20200105,7100,111,130
20200105,7110,11,10
20200105,7120,390,399
20200105,7130,583,1364
20200105,7140,23,41
20200105,7150,477,441
20200105,7160,6048,4881
20200105,7170,4,1
20200105,7180,142,118
20200105,7190,4432,4318
20200105,7200,73,74
20200105,7210,2292,2046
20200105,7220,60,40
20200105,7230,943,838
20200105,7240,120,83
20200105,7250,99,86
20200105,7260,231,225
20200105,7270,482,222
20200105,7280,53,32
20200105,7290,1008,1115
20200105,7300,161,194
20200105,7310,729,749
20200105,7320,155,179
20200105,7330,151,279
20200105,7331,70,17
20200105,7332,1813,1769
20200105,7333,32,39
20200105,7334,37,26
20200105,7335,647,612
20200105,7336,597,667
