SiteName,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
臺東,臺東縣,32,,良好,1.1,0.3,0.3,25,22,25,9,5.7,7.8,2.1,2.4,72,2020-08-28 16:00,10,27,1,121.15045,22.755358,62
恆春,屏東縣,24,,良好,0.9,0.1,0.1,28,26,9,2,1.3,2.2,0.8,1.6,278,2020-08-28 16:00,7,17,1,120.788928,21.958069,61
潮州,屏東縣,24,,良好,1.4,0.12,0.1,30,26,14,5,1.8,2.5,0.7,2.4,190,2020-08-28 16:00,7,15,2,120.561175,22.523108,60
屏東,屏東縣,26,,良好,2.4,0.3,0.4,29,25,22,14,9.7,12,2.5,2.6,147,2020-08-28 16:00,8,18,2,120.488033,22.673081,59
小港,高雄市,24,,良好,2.4,0.16,0.2,17,20,24,8,11,18,6.7,1.7,174,2020-08-28 16:00,8,22,4,120.337736,22.565833,58
前鎮,高雄市,41,,良好,2.1,0.31,0.4,18,18,,30,12,19,7,1.7,139,2020-08-28 16:00,13,22,2,120.307564,22.605386,57
前金,高雄市,30,,良好,2.8,0.21,0.2,24,25,26,9,7.5,12,4,2.1,197,2020-08-28 16:00,9,22,3,120.288086,22.632567,56
左營,高雄市,21,,良好,1.7,0.16,0.3,26,23,16,9,4.1,5.8,1.7,3.8,201,2020-08-28 16:00,6,17,3,120.292917,22.674861,54
楠梓,高雄市,25,,良好,1.6,0.18,0.2,28,25,24,14,4.8,6.4,1.6,2.3,17,2020-08-28 16:00,8,19,4,120.328289,22.733667,53
林園,高雄市,45,,良好,1.4,0.12,0.1,32,30,46,9,1.9,3.1,1.2,3.3,204,2020-08-28 16:00,9,49,2,120.41175,22.4795,52
大寮,高雄市,24,,良好,1.8,0.11,0.1,27,26,23,10,2.3,4.6,2.3,1.8,188,2020-08-28 16:00,6,19,2,120.425081,22.565747,51
鳳山,高雄市,29,,良好,2.3,,0.5,18,,29,11,13,18,5.1,1.5,226,2020-08-28 16:00,9,22,3,120.358083,22.627392,50
仁武,高雄市,26,,良好,1.3,0.21,0.2,24,26,21,9,8.4,11,3.1,2.6,202,2020-08-28 16:00,8,20,2,120.332631,22.689056,49
橋頭,高雄市,24,,良好,1.3,0.14,0.2,28,26,25,8,4.2,6,1.8,4.7,221,2020-08-28 16:00,7,21,2,120.305689,22.757506,48
美濃,高雄市,22,,良好,1.6,0.14,0.1,27,24,8,5,2,3,1,1.7,102,2020-08-28 16:00,5,8,2,120.530542,22.883583,47
臺南,臺南市,23,,良好,2,0.22,0.3,29,25,14,5,4.6,6.5,1.8,2.2,191,2020-08-28 16:00,7,16,2,120.202617,22.984581,46
安南,臺南市,31,,良好,1.8,0.2,0.2,32,27,25,12,5.4,7.3,2,3,203,2020-08-28 16:00,9,21,2,120.2175,23.048197,45
善化,臺南市,25,,良好,7.8,0.17,0.1,30,27,18,9,6.6,8.7,2.1,3.5,144,2020-08-28 16:00,8,15,3,120.297142,23.115097,44
新營,臺南市,23,,良好,2,0.22,0.2,21,19,7,9,5.2,6.8,1.5,2.2,172,2020-08-28 16:00,7,11,2,120.31725,23.305633,43
嘉義,嘉義市,26,,良好,0.9,0.14,0.2,29,28,12,4,4.5,5.4,0.9,0.9,205,2020-08-28 16:00,4,11,1,120.440833,23.462778,42
臺西,雲林縣,28,,良好,1.7,0.15,0.1,31,30,11,6,5.2,7.6,2.4,2.4,212,2020-08-28 16:00,6,10,2,120.202842,23.717533,41
朴子,嘉義縣,25,,良好,2.3,0.19,0.2,28,27,20,5,2.7,6.1,3.4,1.9,196,2020-08-28 16:00,5,16,2,120.24781,23.467123,40
新港,嘉義縣,29,,良好,1.3,0.15,0.2,35,31,18,8,5.3,6.8,1.6,3.3,153,2020-08-28 16:00,7,14,2,120.345531,23.554839,39
崙背,雲林縣,28,,良好,0.7,0.12,0.1,29,30,14,9,3.4,4.5,1.1,1.7,245,2020-08-28 16:00,7,11,1,120.348742,23.757547,38
斗六,雲林縣,31,,良好,1.8,0.25,0.3,39,34,17,9,2.6,4.4,1.8,4.5,216,2020-08-28 16:00,6,16,2,120.544994,23.711853,37
南投,南投縣,29,,良好,1.4,0.16,0.2,39,31,14,9,4.6,5.6,1.1,2.8,243,2020-08-28 16:00,6,18,1,120.685306,23.913,36
二林,彰化縣,23,,良好,2.7,0.13,0.1,26,25,11,7,2.1,2.7,0.6,4.7,256,2020-08-28 16:00,5,10,3,120.409653,23.925175,35
線西,彰化縣,30,,良好,1.7,0.13,0.2,36,32,18,5,0.5,2.5,2,5.6,234,2020-08-28 16:00,5,15,2,120.469061,24.131672,34
彰化,彰化縣,25,,良好,0,0.15,0.2,,27,14,6,,,,2.7,230,2020-08-28 16:00,5,9,1,120.541519,24.066,33
西屯,臺中市,29,,良好,1.3,0.13,0.2,39,31,19,7,4.3,6.4,2.1,4.7,209,2020-08-28 16:00,7,15,1,120.616917,24.162197,32
忠明,臺中市,35,,良好,1.4,0.22,0.3,42,38,13,9,7.9,12,3.7,3.1,229,2020-08-28 16:00,8,13,2,120.641092,24.151958,31
大里,臺中市,29,,良好,0.9,0.21,0.3,36,31,16,8,6.3,8.1,1.8,4.4,238,2020-08-28 16:00,7,20,2,120.677689,24.099611,30
沙鹿,臺中市,29,,良好,1.6,0.15,0.2,38,31,6,,2.1,3.7,1.6,4.3,207,2020-08-28 16:00,4,8,1,120.568794,24.225628,29
豐原,臺中市,31,,良好,1.2,0.21,0.2,39,33,20,12,7.6,11,2.9,4.1,222,2020-08-28 16:00,7,16,1,120.741711,24.256586,28
三義,苗栗縣,30,,良好,1.6,0.16,0.2,30,32,10,6,6.5,9.2,2.7,4.2,199,2020-08-28 16:00,7,11,2,120.758833,24.382942,27
苗栗,苗栗縣,31,,良好,1.4,0.19,0.2,38,33,25,6,6.2,7.5,1.2,3.8,209,2020-08-28 16:00,7,17,2,120.8202,24.565269,26
頭份,苗栗縣,26,,良好,2.6,0.18,0.2,39,28,17,ND,9.1,12,2.9,5.3,267,2020-08-28 16:00,,,2,120.898572,24.696969,25
新竹,新竹市,34,,良好,3.3,0.22,0.3,42,37,24,6,7.2,10,2.9,5.6,249,2020-08-28 16:00,,19,2,120.972075,24.805619,24
竹東,新竹縣,32,,良好,1.2,0.22,0.2,56,35,26,13,7,8,1,1.2,18,2020-08-28 16:00,5,13,1,121.088903,24.740644,23
湖口,新竹縣,35,,良好,1.8,0.14,0.2,44,38,21,11,3.5,3.4,-0.1,4.9,240,2020-08-28 16:00,7,17,2,121.038653,24.900142,22
龍潭,桃園市,40,,良好,2.6,0.27,0.3,65,43,26,12,7.2,9.6,2.5,4.1,263,2020-08-28 16:00,5,13,2,121.21635,24.863869,21
平鎮,桃園市,39,,良好,3.2,0.24,0.2,50,42,35,ND,9.8,12,2.3,3.4,260,2020-08-28 16:00,,23,3,121.203986,24.952786,20
觀音,桃園市,34,,良好,0.4,0.12,0.1,45,37,16,10,3.1,3.4,0.3,5.1,243,2020-08-28 16:00,6,17,3,121.082761,25.035503,19
大園,桃園市,39,,良好,1.8,0.15,0.2,49,42,24,6,3.9,5.8,1.9,5.4,247,2020-08-28 16:00,6,21,4,121.201811,25.060344,18
桃園,桃園市,35,,良好,2.8,,0.4,40,38,33,11,,,,,,2020-08-28 16:00,10,24,8,121.304383,24.995368,17
大同,臺北市,34,,良好,3.5,0.66,1.2,-,,27,11,29,48,19,,,2020-08-28 16:00,11,26,3,121.513311,25.0632,16
松山,臺北市,37,,良好,4.5,0.2,0.3,46,40,21,15,15,18,3,3,53,2020-08-28 16:00,8,17,2,121.578611,25.05,15
古亭,臺北市,49,,良好,3.4,0.29,0.4,44,53,18,14,17,19,2.5,2.4,55,2020-08-28 16:00,10,17,1,121.529556,25.020608,14
萬華,臺北市,44,,良好,3.5,0.41,0.5,43,47,22,11,24,29,5.1,2.7,70,2020-08-28 16:00,9,21,2,121.507972,25.046503,13
中山,臺北市,40,,良好,2.6,0.51,0.6,34,43,20,2,22,28,5.4,1.9,103,2020-08-28 16:00,,22,2,121.526528,25.062361,12
士林,臺北市,46,,良好,2.9,0.26,0.3,54,50,32,ND,12,15,3.2,2.6,354,2020-08-28 16:00,,23,2,121.515389,25.105417,11
淡水,新北市,39,,良好,2,0.13,0.2,39,42,26,10,9.3,11,1.3,,,2020-08-28 16:00,8,21,1,121.449239,25.1645,10
林口,新北市,50,,良好,2,0.17,0.3,54,54,22,10,5.7,7.4,1.6,2.7,270,2020-08-28 16:00,9,21,2,121.376869,25.077197,9
菜寮,新北市,54,臭氧八小時,普通,2.6,0.32,0.5,71,56,35,ND,9.8,11,1.3,2.8,85,2020-08-28 16:00,,30,2,121.481028,25.06895,8
新莊,新北市,67,臭氧八小時,普通,2.9,0.32,0.4,64,60,37,14,14,17,3,2.4,18,2020-08-28 16:00,14,30,3,121.4325,25.037972,7
板橋,新北市,77,臭氧八小時,普通,3.7,0.4,0.5,70,63,35,16,20,22,1.6,2.4,47,2020-08-28 16:00,11,25,3,121.458667,25.012972,6
土城,新北市,104,臭氧八小時,對敏感族群不健康,3.8,0.42,0.5,74,72,34,13,18,19,1.2,1.6,1.4,2020-08-28 16:00,13,28,2,121.451861,24.982528,5
新店,新北市,61,臭氧八小時,普通,3.5,0.32,0.4,50,58,16,7,13,16,2.2,1.8,42,2020-08-28 16:00,,18,2,121.537778,24.977222,4
萬里,新北市,42,,良好,2.9,0.13,0.1,47,45,9,6,3,4.3,1.3,3,72,2020-08-28 16:00,6,13,3,121.689881,25.179667,3
汐止,新北市,35,,良好,3.1,0.21,0.3,50,38,15,12,7.6,10,2.4,2.2,40,2020-08-28 16:00,7,16,3,121.6423,25.067131,2
基隆,基隆市,36,,良好,1.6,0.15,0.2,44,39,16,5,1.5,3.3,1.8,2.4,220,2020-08-28 16:00,5,16,2,121.760056,25.129167,1
