sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
500101028,YouBike2.0_臺大醫學院附設癌醫中心,20,0,大安區,2023-05-08 21:12:04,25.01426,121.54382,基隆路三段155巷57號西側,Daan Dist.,YouBike2.0_NTU Cancer Center,No. 57， Ln. 155， Sec. 3， Keelung Rd.(West),20,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:12:04,2023-05-08
500101029,YouBike2.0_臺大環研大樓,15,0,大安區,2023-05-08 20:03:04,25.01234,121.54503,芳蘭路/基隆路三段155巷口,Daan Dist.,YouBike2.0_NTU Environment Research Building,Fanglan Rd & Ln. 155， Sec. 3， Keelung Rd. Intersection,15,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 20:03:04,2023-05-08
500101034,YouBike2.0_臺大動物醫院前,18,0,大安區,2023-05-08 19:55:11,25.01576,121.54291,基隆路三段155巷/基隆路四段口,Daan Dist.,YouBike2.0_NTU Veterinary Hospital,Ln. 155， Sec. 3， Keelung Rd. Intersection,18,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 19:55:11,2023-05-08
500101035,YouBike2.0_臺大土木研究大樓前,24,0,大安區,2023-05-08 21:21:04,25.01787,121.5476,辛亥路三段188號,Daan Dist.,YouBike2.0_NTU Civil Engineering Research Building,No. 188， Sec. 3， Xinhai Rd.,24,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:21:04,2023-05-08
500101036,YouBike2.0_臺大萬才館前,20,0,大安區,2023-05-08 21:21:04,25.02032,121.54497,臺大萬才館北側,Daan Dist.,YouBike2.0_NTU Wan Tsai Research Hall,NTU Wan Tsai Research Hall,20,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:21:04,2023-05-08
500101037,YouBike2.0_臺大國青大樓宿舍前,20,0,大安區,2023-05-08 21:54:04,25.02076,121.54432,辛亥路三段30號西北側,Daan Dist.,YouBike2.0_NTU Guo - Ching Building,No. 30， Sec. 3， Xinhai Rd.(Northwest),20,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:54:04,2023-05-08
500101040,YouBike2.0_臺大綜合體育館停車場前,25,0,大安區,2023-05-08 21:51:04,25.0222,121.53626,臺大綜合體育館北側,Daan Dist.,YouBike2.0_NTU Sports Center Car Park,NTU Sports Center(North),25,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:51:04,2023-05-08
500101041,YouBike2.0_辛亥新生路口東南側,41,0,大安區,2023-05-08 21:57:03,25.02218,121.53474,辛亥新生路口東南側,Daan Dist.,YouBike2.0_Xinhai Xinsheng Rd. Intersection (Southeast),Xinhai Xinsheng Rd. Intersection (Southeast),41,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:03,2023-05-08
500101091,YouBike2.0_國北教大側門南側,25,0,大安區,2023-05-08 21:54:04,25.022864,121.546622,敦南街51號,Daan Dist.,YouBike2.0_NTUE Side Gate(South),No. 51， Dunnan St.,25,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:54:04,2023-05-08
500101093,YouBike2.0_大安區健康服務中心,15,0,大安區,2023-05-08 21:36:04,25.021469,121.544069,辛亥路三段15號,Daan Dist.,YouBike2.0_Daan District Public Health Center,No. 15， Sec. 1， Xinhai Rd.,15,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:36:04,2023-05-08
500101101,YouBike2.0_捷運六張犁站,64,0,大安區,2023-05-08 21:56:14,25.02397,121.55266,和平東路三段410號,Daan Dist.,YouBike2.0_MRT Liuzhangli Sta.,No. 410， Sec. 3， Heping E. Rd.,64,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:56:14,2023-05-08
500101111,YouBike2.0_捷運古亭站(5號出口),14,0,大安區,2023-05-08 21:56:14,25.02715,121.52293,和平東路一段19號前,Daan Dist.,YouBike2.0_MRT Guting Sta. (Exit 5),No. 19， Sec. 1， Heping E. Rd,14,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:56:14,2023-05-08
500101122,YouBike2.0_敦化南路二段293巷口南側,14,0,大安區,2023-05-08 20:23:04,25.0237,121.54899,敦化南路二段293巷口南側,Daan Dist.,YouBike2.0_Ln. 293， Sec. 2， Dunhua S. Rd (South),Ln. 293， Sec. 2， Dunhua S. Rd. (South),14,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 20:23:04,2023-05-08
500101124,YouBike2.0_安和路二段181巷口,17,0,大安區,2023-05-08 21:54:04,25.02721,121.54988,安和路二段185號,Daan Dist.,YouBike2.0_Ln. 181， Sec. 2， Anhe Rd,No185， Sec. 2， Anhe Rd,17,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:54:04,2023-05-08
500101130,YouBike2.0_民榮公園,15,0,大安區,2023-04-20 07:22:04,25.03534,121.5354,建國南路一段304巷45號南側,Daan Dist.,YouBike2.0_Minrong Park,No. 45， Ln. 304， Sec. 1， Jianguo S. Rd. (South),15,0,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-04-20 07:22:04,2023-04-20
500101132,YouBike2.0_建國濟南路口,29,0,大安區,2023-05-08 21:21:04,25.03935,121.53828,建國南路一段/濟南路三段口(東南側),Daan Dist.,YouBike2.0_Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection,Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection. (Southeast),29,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:21:04,2023-05-08
500101134,YouBike2.0_捷運大安站(4號出口),13,0,大安區,2023-05-08 21:50:09,25.0332,121.5439,信義路4段6號(前),Daan Dist.,YouBike2.0_MRT Da’an Sta (Exit 4),No. 6， Sec. 4， Xinyi Rd.,13,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:50:09,2023-05-08
500101137,YouBike2.0_龍門廣場,50,0,大安區,2023-05-08 21:57:13,25.04092,121.54825,敦化南路一段與敦化南路一段236巷口,Daan Dist.,YouBike2.0_Long Men Plaza,Sec. 1， Dunhua S. Rd & Ln. 236， Sec. 1， Dunhua S. Rd Intersection.,50,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:13,2023-05-08
500101138,YouBike2.0_仁愛安和路口,25,0,大安區,2023-05-08 21:53:04,25.03754,121.55285,仁愛路四段258號前,Daan Dist.,YouBike2.0_Sec. 4， Ren'ai Rd & Sec. 1， Anhe Rd Intersection,No. 74， Sec. 4， Ren'ai Rd.,25,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:53:04,2023-05-08
500101140,YouBike2.0_仁愛國中,25,0,大安區,2023-05-08 21:56:14,25.03706,121.55166,安和路一段75號(對面),Daan Dist.,YouBike2.0_Ren Ai Junior High School,No. 75， Sec. 1， Anhe Rd.,25,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:56:14,2023-05-08
500101150,YouBike2.0_捷運忠孝新生站(4號出口),34,0,大安區,2023-05-08 21:49:03,25.04239,121.53324,忠孝新生路口北側,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 4),Zhongxiao & Xinsheng S. Rd Intersection. (North),34,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:49:03,2023-05-08
500101157,YouBike2.0_東豐公園,19,0,大安區,2023-05-08 21:41:04,25.03569,121.5451,東豐街24號(旁公園路側),Daan Dist.,YouBike2.0_Dongfeng Park,No. 24， Dongfeng St.,19,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:41:04,2023-05-08
500101161,YouBike2.0_捷運忠孝敦化站(7號出口),18,0,大安區,2023-05-08 21:57:04,25.04159,121.54937,忠孝東路四段143號,Daan Dist.,YouBike2.0_MRT Zhongxiao Dunhua Sta. (Exit 7),No. 143， Sec. 4， Zhongxiao E. Rd.,18,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:04,2023-05-08
500101169,YouBike2.0_捷運信義安和站(4號出口),30,0,大安區,2023-05-08 21:57:13,25.03305,121.55378,信義路四段252號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.4),No. 252， Sec. 4， Sinyi Rd.,30,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:13,2023-05-08
500101171,YouBike2.0_仁愛延吉街口,25,0,大安區,2023-05-08 21:51:04,25.03748,121.55564,仁愛路四段376號前,Daan Dist.,YouBike2.0_Renai & Yanji Intersection,No. 376， Sec. 4， Ren'ai Rd.,25,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:51:04,2023-05-08
500101173,YouBike2.0_敦化南路二段103巷口,24,0,大安區,2023-05-08 21:26:04,25.0287,121.54904,敦化南路二段99號前,Daan Dist.,YouBike2.0_Ln. 103，Sec. 2，Dunhua S. Rd.,No. 99， Sec. 2， Dunhua S. Rd.,24,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:26:04,2023-05-08
500101179,YouBike2.0_捷運東門站(5號出口),28,0,大安區,2023-05-08 21:56:14,25.03363,121.52962,信義路二段178號前,Daan Dist.,YouBike2.0_MRT Dongmen Sta. (Exit 5),No. 178， Sec. 2， Xinyi Rd.,28,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:56:14,2023-05-08
500101185,YouBike2.0_辛亥新生路口西北側,12,0,大安區,2023-05-08 21:40:09,25.02267,121.5341,辛亥路一段/新生南路三段(西北側),Daan Dist.,YouBike2.0_Xinhai Rd. & Xinsheng S. Rd. Intersection,Sec. 1， Xinhai Rd. & Sec. 3， Xinsheng S. Rd. Intersection (Northwest),12,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:40:09,2023-05-08
500101191,YouBike2.0_大安運動中心,27,0,大安區,2023-05-08 18:03:04,25.02054,121.54561,辛亥路三段55號前方人行道(大安運動中心),Daan Dist.,YouBike2.0_Taipei Daan Sports Center,No. 55， Sec. 3， Xinhai Rd.,27,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 18:03:04,2023-05-08
500101192,YouBike2.0_和平敦化路口,25,0,大安區,2023-05-08 21:56:14,25.02444,121.54908,和平東路三段 / 敦化南路二段口(東側),Daan Dist.,YouBike2.0_Heping Rd. & Dunhua Rd. Intersection,Sec. 3， Heping E. Rd. & Sec. 2， Dunhua S. Rd. Intersection (East),25,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:56:14,2023-05-08
500101193,YouBike2.0_基隆長興路口,43,0,大安區,2023-05-08 21:11:04,25.01705,121.54435,基隆路/長興街(東南側),Daan Dist.,YouBike2.0_Keelung Rd. & Changxing St. Intersection,Keelung Rd. & Changxing St. Intersection (Southeast),43,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:11:04,2023-05-08
500101194,YouBike2.0_仁愛路四段122巷口,16,0,大安區,2023-05-08 21:40:09,25.03762,121.55009,仁愛路四段118號前,Daan Dist.,YouBike2.0_Ln. 122， Sec. 4， Ren'ai Rd.,No. 188， Sec. 4， Ren'ai Rd.,16,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:40:09,2023-05-08
500101197,YouBike2.0_忠孝東路四段49巷口,15,0,大安區,2023-05-08 21:56:04,25.04172,121.54541,忠孝東路四段55號前,Daan Dist.,YouBike2.0_Ln. 49， Sec. 4， Zhongxiao E. Rd.,No. 55， Sec. 4， Zhongxiao E. Rd.,15,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:56:04,2023-05-08
500101198,YouBike2.0_市民復興路口(東南側),16,0,大安區,2023-05-08 21:57:04,25.04472,121.54401,市民大道四段/復興路一段口(東南側),Daan Dist.,YouBike2.0_Civic Blvd. & Fuxing Rd. Intersection (Southeast),Sec. 4， Civic Blvd. & Sec. 1， Fuxing S. Rd. Intersection (Southeast),16,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:04,2023-05-08
500101202,YouBike2.0_仁愛敦南圓環(東南側),16,0,大安區,2023-05-08 21:40:09,25.03715,121.54936,仁愛路四段110號前,Daan Dist.,YouBike2.0_Renai Dunnan Traffic Cir (Southeast),No. 110， Sec. 4， Ren'ai Rd.,16,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:40:09,2023-05-08
500101203,YouBike2.0_臺北遠企購物中心,33,0,大安區,2023-05-08 21:52:04,25.02709,121.54902,敦化南路二段201號前,Daan Dist.,YouBike2.0_Chenggong Public House,No. 201， Sec. 2， Dunhua S. Rd.,33,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:52:04,2023-05-08
500101204,YouBike2.0_外交部外交及國際事務學院,17,0,大安區,2023-05-08 21:21:04,25.0371,121.54839,敦化南路一段280號,Daan Dist.,YouBike2.0_Institute of Diplomacy and International Affairs,No. 280， Sec. 1， Dunhua S. Rd.,17,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:21:04,2023-05-08
500101209,YouBike2.0_臺大資訊大樓,40,0,大安區,2023-05-08 19:53:05,25.02101,121.54153,辛亥路二段(臺大外語學院外),Daan Dist.,YouBike2.0_NTU Information Building,Sec. 2， Xinhai Rd.(NTU Language Center),40,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 19:53:05,2023-05-08
500101212,YouBike2.0_捷運國父紀念館站(1號出口),25,0,大安區,2023-05-08 21:56:14,25.04205,121.55657,光復南路200巷26號東側,Daan Dist.,YouBike2.0_MRT S.Y.S Memorial Hall Sta. (Exit 1),No. 26， Ln. 200， Guangfu S. Rd. (East),25,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:56:14,2023-05-08
500101217,YouBike2.0_捷運大安站(5號出口),19,0,大安區,2023-05-08 21:56:04,25.03303,121.54372,復興南路二段/信義路四段(東南側),Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 5),Sec. 2， Fuxing S. Rd. & Sec. 4， Xinyi Rd. Intersection (Southeast),19,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:56:04,2023-05-08
500101221,YouBike2.0_忠孝東路四段248巷口,15,0,大安區,2023-05-08 21:44:04,25.04132,121.55393,忠孝東路四段230號前,Daan Dist.,YouBike2.0_Ln. 248， Sec. 4， Zhongxiao E. Rd.,No. 230， Sec. 4， Zhongxiao E. Rd.,15,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:44:04,2023-05-08
500103009,YouBike2.0_捷運圓山站(1號出口),44,0,大同區,2023-05-08 21:57:13,25.07133,121.52024,酒泉街235號前,Datong Dist,YouBike2.0_MRT Yuanshan Sta. (Exit 1),No. 235， Jiuquan St.,44,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:13,2023-05-08
500103049,YouBike2.0_承德民生西路口,11,0,大同區,2023-05-08 21:54:04,25.05756,121.51828,承德路二段137號前,Datong Dist,YouBike2.0_Chengde Rd. & Minsheng W. Rd. Intersection,No. 137， Sec. 2， Chengde Rd.,11,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:54:04,2023-05-08
500103051,YouBike2.0_臺北轉運站(華陰街),20,0,大同區,2023-05-08 21:57:13,25.04937,121.51914,華陰街45號(對面),Datong Dist,YouBike2.0_Taipei Bus Station (Huayin St.),No. 45， Huayin St. (Opposite),20,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:13,2023-05-08
500103052,YouBike2.0_捷運民權西路站(3號出口),50,0,大同區,2023-05-08 21:53:04,25.06129,121.52021,民權西路70巷37號對面,Datong Dist,YouBike2.0_MRT Minquan W. Rd. Sta. (Exit 3),No. 37， Ln. 70， Minquan W. Rd. (Opposite),50,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:53:04,2023-05-08
500103057,YouBike2.0_捷運圓山站(2號出口),37,0,大同區,2023-05-08 21:57:13,25.07182,121.51929,承德路三段/庫倫街(東南側),Datong Dist,YouBike2.0_MRT Yuanshan Sta. (Exit 2),Sec. 3， Chengde Rd. & Kulun St. Intersection (Southeast),37,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:13,2023-05-08
500103060,YouBike2.0_成淵高中,14,0,大同區,2023-05-08 21:44:04,25.06036,121.51996,錦西街與錦西街52巷口東北側,Datong Dist,YouBike2.0_ChengYuan High School,Jinxi St. & Ln. 52， Jinxi St. Intersection (Northeast),14,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:44:04,2023-05-08
500103062,YouBike2.0_寧夏涼州街口,15,0,大同區,2023-05-08 21:45:05,25.06095,121.51428,寧夏路141號對側,Datong Dist,YouBike2.0_Ningxia Rd. & Liangzhou St. Intersection,No. 141， Ningxia Rd. (Opposite),15,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:45:05,2023-05-08
500104005,YouBike2.0_雨聲街165巷口,15,0,士林區,2023-05-08 21:43:04,25.10277,121.53357,雨聲街/雨聲街165巷(西北側),Shilin Dist,YouBike2.0_Ln. 165， Yusheng St. Intersection,Ln. 165， Yusheng St. Intersection (Northwest),15,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:43:04,2023-05-08
500104010,YouBike2.0_忠誠路二段53巷,18,0,士林區,2023-05-08 21:26:04,25.11127,121.53244,忠誠路2段53巷7號(對面),Shilin Dist,YouBike2.0_Ln. 53， Sec. 2， Zhongcheng Rd.,No.7， Ln. 53， Sec. 2， Zhongcheng Rd. (Opposite),18,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:26:04,2023-05-08
500104012,YouBike2.0_天母棒球場,26,0,士林區,2023-05-08 21:55:11,25.11341,121.53195,忠誠路二段122號(對面),Shilin Dist,YouBike2.0_Taipei Tianmu Baseball Stadium,No. 122， Sec. 2， Zhongcheng Rd. (Opposite),26,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:55:11,2023-05-08
500104016,YouBike2.0_劍潭海外青年活動中心,23,0,士林區,2023-05-08 21:55:11,25.07994,121.52426,中山北路4段/通河街口,Shilin Dist,YouBike2.0_Chientan Youth Activity Center,Sec. 4， Zhongshan N. Rd. & Tonghe St. Intersection,23,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:55:11,2023-05-08
500104020,YouBike2.0_忠誠公園,14,0,士林區,2023-05-08 21:52:04,25.10399,121.52593,忠誠路一段18號(對面),Shilin Dist,YouBike2.0_Zhongcheng Park,No. 18， Sec. 1， Zhongcheng Rd.,14,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:52:04,2023-05-08
500104026,YouBike2.0_前港公園(前港街),19,0,士林區,2023-05-08 21:57:04,25.0848,121.52125,前港街48號(對面),Shilin Dist,YouBike2.0_Qiangang Park (Qiangang St),No. 48， Qiangang St. (Opposite),19,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:04,2023-05-08
500104027,YouBike2.0_百齡高中,15,0,士林區,2023-05-08 20:40:09,25.08736,121.52272,承德路四段179巷/承德路4段口,Shilin Dist,YouBike2.0_Bailing High School,Ln. 179， Sec. 4， Chengde Rd. Intersection,15,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 20:40:09,2023-05-08
500104028,YouBike2.0_捷運芝山站(2號出口),21,0,士林區,2023-05-08 21:57:04,25.10364,121.52219,福華路151號(對面),Shilin Dist,YouBike2.0_MRT Zhishan Station,No. 151， Fuhua Rd. (Opposite),21,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:04,2023-05-08
500104029,YouBike2.0_臺灣戲曲中心,14,0,士林區,2023-05-08 21:01:04,25.10208,121.51979,文林路751號(南側),Shilin Dist,YouBike2.0_Taiwan Traditional Theatre Center,No. 751， Wenlin Rd. (South),14,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:01:04,2023-05-08
500104030,YouBike2.0_捷運劍潭站(2號出口),79,0,士林區,2023-05-08 21:55:11,25.08288,121.52455,基河路18號(對面),Shilin Dist,YouBike2.0_MRT Jianta Station,No.18， Jihe Rd. (Opposite),79,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:55:11,2023-05-08
500104031,YouBike2.0_劍潭基河路口,20,0,士林區,2023-05-08 21:57:13,25.08403,121.5249,劍潭路基河路口(捷運站橋下空間),Shilin Dist,YouBike2.0_Jiantan Rd & Jihe Rd Intersection,Jiantan Rd. & Jihe Rd. Intersection,20,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:57:13,2023-05-08
500104037,YouBike2.0_兒童新樂園,23,0,士林區,2023-05-08 19:21:04,25.09631,121.51449,承德路五段55號(旁公車亭),Shilin Dist,YouBike2.0_Taipei Children's Amusement Park,No. 55， Sec. 5， Chengde Rd.,23,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 19:21:04,2023-05-08
500104039,YouBike2.0_華聲公園,27,0,士林區,2023-02-03 10:09:04,25.09619,121.5223,華聲街17號(南側路側),Shilin Dist,YouBike2.0_Huasheng Park,No. 17， Huasheng St. (South),27,0,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-02-03 10:09:04,2023-02-03
500104042,YouBike2.0_銘傳大學,30,0,士林區,2023-03-16 20:11:04,25.08771,121.52677,中山北路五段250號(銘傳大學對側),Shilin Dist,YouBike2.0_Ming Chuan University Taipei Campus,No. 250， Sec. 5， Zhongshan N. Rd.,29,0,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-03-16 20:11:04,2023-03-16
500104053,YouBike2.0_重慶北葫東街口,15,0,士林區,2023-05-08 21:46:04,25.08393,121.51169,重慶北路四段177號(前),Shilin Dist,YouBike2.0_Sec. 4， Chongqing N. Rd.& Hudong St Intersection,No. 177， Sec. 4， Chongqing N. Rd.,15,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:46:04,2023-05-08
500104055,YouBike2.0_士林3號廣場,30,0,士林區,2023-05-08 21:52:04,25.10459,121.52417,中山北路六段81號(旁),Shilin Dist,YouBike2.0_Shilin Plaza,No. 81， Sec 6， Zhongshan N. Rd.,30,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:52:04,2023-05-08
500104075,YouBike2.0_中正基河路口,28,0,士林區,2023-05-08 21:30:21,25.0933,121.51962,中正路420號前,Shilin Dist,YouBike2.0_Jhongjheng Rd. & Jihe Rd. Intersection,No. 420， Jhongjheng Rd.,28,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:30:21,2023-05-08
500104082,YouBike2.0_通河街76巷/承德路四段10巷口,14,0,士林區,2023-05-08 21:49:04,25.08019,121.5202,承德路四段10巷37號(旁),Shilin Dist,YouBike2.0_Ln. 76， Tonghe St. & Ln. 10， Sec. 4， Chengde Rd. Intersection,No. 37， Ln. 10， Sec. 4， Chengde Rd.,9,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:49:04,2023-05-08
500104083,YouBike2.0_芝山聖佑宮,15,0,士林區,2023-05-08 19:18:05,25.10455,121.53025,雨聲街90號旁,Shilin Dist,YouBike2.0_Zhishan Shengyou Temple,No. 90， Yusheng St.,15,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 19:18:05,2023-05-08
500104087,YouBike2.0_基河文林路口,16,0,士林區,2023-05-08 21:42:04,25.08637,121.5247,基河路3-1號對側人行道,Shilin Dist,YouBike2.0_Jihe Rd. & Wenlin Rd. Intersection,No. 3-1， Jihe Rd. (Opposite),16,1,2023-05-08 21:57:29,2023-05-08 21:57:53,2023-05-08 21:42:04,2023-05-08
