SiteName,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
湖口,新竹縣,18,,良好,,0.06,0.07,18.2,16,17,7,2.7,4.4,1.6,3.8,28,2021/07/22 14:00:00,5,17,0,121.038653,24.900142,22
竹東,新竹縣,14,,良好,0.8,0.06,0.08,16.4,15,7,3,4.2,6.3,2.1,1.6,67,2021/07/22 14:00:00,2,6,0,121.088903,24.740644,23
新竹,新竹市,18,,良好,1,0.09,0.13,21.1,17,18,9,4.3,5.6,1.2,3.3,40,2021/07/22 14:00:00,5,17,0,120.972075,24.805619,24
頭份,苗栗縣,22,,良好,,,0.16,,14,12,6,,,,3,9,2021/07/22 14:00:00,6,13,1,120.898572,24.696969,25
苗栗,苗栗縣,14,,良好,0.9,0.04,0.07,15.9,12,13,5,3.9,6,2.3,4.1,67,2021/07/22 14:00:00,4,10,1,120.8202,24.565269,26
三義,苗栗縣,16,,良好,1,0.09,0.09,22.5,17,10,2,3.2,4.8,1.6,7.5,16,2021/07/22 14:00:00,1,4,1,120.758833,24.382942,27
豐原,臺中市,18,,良好,0.9,0.05,0.06,28.6,19,8,4,3.3,4,0.7,4.5,7,2021/07/22 14:00:00,3,6,1,120.741711,24.256586,28
沙鹿,臺中市,18,,良好,0.4,0.06,0.03,18.4,16,21,7,,,,8.3,2,2021/07/22 14:00:00,5,18,0,120.568794,24.225628,29
大里,臺中市,14,,良好,1.1,0.13,0.2,23.4,14,12,5,6,8.4,2.3,3.9,350,2021/07/22 14:00:00,3,14,1,120.67844444,24.09961111,30
忠明,臺中市,17,,良好,0.9,0.09,0.1,22.7,15,16,8,7.5,9.4,1.9,2.7,357,2021/07/22 14:00:00,5,10,0,120.641092,24.151958,31
西屯,臺中市,18,,良好,1,0.07,0.09,24.8,19,28,7,5.6,8.1,2.4,7.6,3,2021/07/22 14:00:00,5,15,0,120.616917,24.162197,32
彰化,彰化縣,15,,良好,1.1,0.11,0.13,19.9,16,22,9,5.8,8,2.2,7.1,6,2021/07/22 14:00:00,4,14,1,120.541519,24.066,33
線西,彰化縣,47,,良好,2.5,0.07,0.12,20,16,45,6,3.9,7.6,3.6,10.8,18,2021/07/22 14:00:00,8,47,2,120.469061,24.131672,34
二林,彰化縣,41,,良好,2.4,0.08,0.08,18.6,15,67,12,2.5,3.3,0.7,8,19,2021/07/22 14:00:00,8,41,2,120.409653,23.925175,35
南投,南投縣,19,,良好,1.1,0.15,0.2,29.9,21,14,7,6.8,9.8,3,3.3,26,2021/07/22 14:00:00,5,11,1,120.685306,23.913,36
斗六,雲林縣,20,,良好,1.3,0.11,0.13,31.4,21,16,12,2.8,4.4,1.5,4.7,350,2021/07/22 14:00:00,6,11,1,120.544994,23.711853,37
崙背,雲林縣,33,,良好,1.4,0.1,0.08,23.6,19,44,10,1,2.9,1.8,3.7,346,2021/07/22 14:00:00,10,30,2,120.348742,23.757547,38
新港,嘉義縣,28,,良好,0.5,0.07,0.09,25.5,20,30,12,2,2.9,0.9,4.7,322,2021/07/22 14:00:00,8,24,1,120.345531,23.554839,39
朴子,嘉義縣,38,,良好,1.2,0.08,0.07,20.5,16,31,14,1.6,2.8,1.2,3.4,355,2021/07/22 14:00:00,11,29,1,120.24781111,23.46712222,40
臺西,雲林縣,34,,良好,3.1,0.03,0.02,32,24,39,14,4.5,7.1,2.6,10,20,2021/07/22 14:00:00,10,30,2,120.19933333,23.702175,41
嘉義,嘉義市,20,,良好,1.9,0.14,0.16,24.1,16,28,8,12.9,15.5,2.5,4.9,359,2021/07/22 14:00:00,4,17,1,120.44083333,23.462778,42
新營,臺南市,31,,良好,1,0.07,0.09,22,18,26,11,3,4.1,1.1,4.2,2,2021/07/22 14:00:00,9,21,1,120.31725,23.305633,43
善化,臺南市,25,,良好,,0.07,0.09,,15,15,9,,,,5.7,355,2021/07/22 14:00:00,7,15,1,120.297142,23.115097,44
安南,臺南市,24,,良好,,,0.03,27.7,21,27,6,,,,4.8,322,2021/07/22 14:00:00,5,24,1,120.2175,23.048197,45
臺南,臺南市,30,,良好,0.3,,0.12,26.4,20,32,10,3.2,4.3,1,5.3,346,2021/07/22 14:00:00,9,27,0,120.202617,22.984581,46
美濃,高雄市,22,,良好,1,0.1,0.1,32.8,21,22,14,2.4,3.2,0.7,1.9,333,2021/07/22 14:00:00,6,13,1,120.530542,22.883583,47
橋頭,高雄市,31,,良好,0.7,0.01,0.07,27.9,18,32,10,5,7.3,2.3,4.9,347,2021/07/22 14:00:00,9,24,1,120.305689,22.757506,48
仁武,高雄市,29,,良好,0.6,0.12,0.16,30.2,19,32,9,7.6,10.3,2.7,4.4,336,2021/07/22 14:00:00,9,26,1,120.332631,22.689056,49
鳳山,高雄市,37,,良好,1.6,0.32,0.42,25.3,14,28,12,10.2,14.2,4,1.6,277,2021/07/22 14:00:00,11,23,1,120.358083,22.627392,50
大寮,高雄市,28,,良好,1.3,0.1,0.11,28.7,16,28,10,6.1,7.8,1.7,4.7,342,2021/07/22 14:00:00,8,21,1,120.425311,22.56413611,51
林園,高雄市,40,,良好,3.6,0.36,0.27,31.3,20,35,16,12.3,17.7,5.3,5.8,332,2021/07/22 14:00:00,12,26,2,120.41175,22.4795,52
楠梓,高雄市,31,,良好,2.8,0.1,0.11,29.2,18,28,11,4,6.3,2.2,4.2,326,2021/07/22 14:00:00,9,23,3,120.328289,22.733667,53
左營,高雄市,36,,良好,1.1,0.1,0.13,,18,30,,3.7,4.9,1.2,3.3,327,2021/07/22 14:00:00,11,24,1,120.292917,22.674861,54
前金,高雄市,32,,良好,1.3,0.12,0.14,26.7,20,41,12,6.3,11.4,5.1,4.7,326,2021/07/22 14:00:00,9,30,1,120.288086,22.632567,56
前鎮,高雄市,31,,良好,0.9,0.14,0.18,27.1,18,42,9,5.9,8.4,2.5,3.6,9,2021/07/22 14:00:00,9,27,0,120.307564,22.605386,57
小港,高雄市,31,,良好,1.5,0.1,0.11,30.7,,40,10,6,8.4,2.3,,,2021/07/22 14:00:00,9,26,1,120.337736,22.565833,58
屏東,屏東縣,24,,良好,0.5,0.08,0.09,37.5,24,33,8,3,4.5,1.5,3.9,328,2021/07/22 14:00:00,7,20,1,120.488033,22.673081,59
潮州,屏東縣,18,,良好,0.2,0.17,0.17,28.7,19,20,7,4,5.1,1.1,2.6,352,2021/07/22 14:00:00,5,14,0,120.561175,22.523108,60
恆春,屏東縣,30,,良好,1.2,0.11,0.1,43.1,29,27,13,2.6,3.4,0.7,1.2,288,2021/07/22 14:00:00,9,21,1,120.788928,21.958069,61
臺東,臺東縣,31,,良好,1.2,0.1,0.12,26.8,21,26,8,2.5,3.9,1.3,2,183,2021/07/22 14:00:00,9,27,1,121.15045,22.755358,62
花蓮,花蓮縣,20,,良好,0.6,0.11,0.11,21.3,19,21,5,3.2,5.3,2.1,3,56,2021/07/22 14:00:00,6,18,0,121.599769,23.971306,63
陽明,臺北市,18,,良好,0.2,0.05,0.05,19.6,19,1,,0.4,0.9,0.5,,,2021/07/22 14:00:00,,1,0,121.529583,25.182722,64
宜蘭,宜蘭縣,11,,良好,,,0.1,,12,,3,,,,0.9,312,2021/07/22 14:00:00,2,5,0,121.746394,24.747917,65
冬山,宜蘭縣,13,,良好,0.2,0.02,0.03,16.7,14,9,1,1,2,1,3.3,282,2021/07/22 14:00:00,2,7,0,121.792928,24.632203,66
三重,新北市,24,,良好,1.4,0.56,0.96,-,-,16,8,12.5,49.9,37.4,-,-,2021/07/22 14:00:00,7,16,1,121.493806,25.072611,67
中壢,桃園市,25,,良好,,,0.26,,7,14,,,,,0.9,319,2021/07/22 14:00:00,7,17,0,121.221667,24.953278,68
竹山,南投縣,20,,良好,1.1,0.11,0.11,37.5,22,16,7,4.3,5.2,0.8,3,0,2021/07/22 14:00:00,5,10,1,120.677306,23.756389,69
永和,新北市,23,,良好,0.6,0.47,0.92,12.2,8,17,6,7.2,23.2,16,1.9,51,2021/07/22 14:00:00,7,14,0,121.516306,25.017,70
復興,高雄市,35,,良好,0.8,0.22,0.31,26.8,18,32,11,,,,1.8,268,2021/07/22 14:00:00,10,25,1,120.312017,22.608711,71
埔里,南投縣,19,,良好,1,0.1,0.14,,19,7,6,1.6,3,1.4,3,293,2021/07/22 14:00:00,6,9,1,120.967903,23.968842,72
馬祖,連江縣,47,,良好,0.9,0.06,0.1,35.6,27,26,8,1.4,2.8,1.4,3.5,338,2021/07/22 14:00:00,11,47,0,119.949875,26.160469,75
金門,金門縣,51,細懸浮微粒,普通,1.5,0.15,0.19,58.4,43,35,13,4.7,5.1,0.4,3.5,137,2021/07/22 14:00:00,15,41,1,118.312256,24.432133,77
馬公,澎湖縣,29,,良好,1.5,0.06,0.07,35.3,27,26,9,0.6,2.2,1.5,7.3,346,2021/07/22 14:00:00,9,25,1,119.566158,23.569031,78
關山,臺東縣,19,,良好,0.4,-,-,31.5,19,,8,2.5,3.6,1.1,2.1,185,2021/07/22 14:00:00,5,13,0,121.161933,23.045083,80
麥寮,雲林縣,57,懸浮微粒,普通,1.2,0.08,0.09,24.8,20,85,12,3,2.9,0,7.8,357,2021/07/22 14:00:00,12,57,1,120.251825,23.753506,83
富貴角,新北市,76,懸浮微粒,普通,0.1,0.05,0.04,23.7,22,84,19,0,0.1,0.1,6,30,2021/07/22 14:00:00,17,76,0,121.54738,25.29228,84
大城,彰化縣,37,,良好,1.4,0.03,0.03,28.5,23,27,12,,,,12.7,78,2021/07/22 14:00:00,11,27,1,120.26964167,23.85493056,85
彰化(員林),彰化縣,18,,良好,1.1,0.08,0.09,26.5,17,13,7,4,5.4,1.3,1.9,215,2021/07/22 14:00:00,5,10,1,120.58178611,23.95058333,201
臺南(麻豆),臺南市,24,,良好,0.9,0.04,0.05,22.5,18,23,6,2.1,2.5,0.3,4.6,4,2021/07/22 14:00:00,7,23,1,120.24583056,23.17904722,203
屏東(琉球),屏東縣,44,,良好,0.6,0.12,0.22,29,19,37,15,1.3,2.2,0.9,6.7,314,2021/07/22 14:00:00,13,29,1,120.37722,22.35222,204
新北(樹林),新北市,18,,良好,0.4,0.16,0.24,13.9,10,14,6,5.1,9.6,4.5,1.4,256,2021/07/22 14:00:00,5,10,0,121.38352778,24.94902778,311
臺南(學甲),臺南市,30,,良好,0.5,0.07,0.08,24.1,20,27,8,3.2,7.3,4,4.1,348,2021/07/22 14:00:00,8,30,0,120.18339722,23.23688056,312
屏東(枋寮),屏東縣,28,,良好,0.6,0.11,0.11,36.6,24,27,9,2.5,2.8,0.3,0.4,38,2021/07/22 14:00:00,8,21,3,120.59116667,22.37094722,313
