"Name_Ins","No","Address","tax_ID_number","twd97X","twd97Y","wgs84aX","wgs84aY"
"振源食品科技股份有限公司","99689272","新北市汐止區八連路一段七八巷一號","18852136","314908.41","2774884.5","121.643452520143","25.0808255393155"
"昌桔食品有限公司土城廠","99600293","新北市土城區民權街14號","80537594","291983.31","2761898.24","121.415801337077","24.9643953914397"
"高印昌股份有限公司","99614371","新北市樹林區三俊街九０巷六、八號","24259062","291806.63","2767528.32","121.414221846253","25.0152295176135"
"東鈴冷凍股份有限公司二廠","99611707","新北市中和區中山路二段三八七號","34334097","299152.04","2766370.35","121.486957303548","25.0045547860308"
"華昇食品工廠股份有限公司","99600865","新北市瑞芳區頂坪路一三五號","33853036","329982","2777316","121.793011714","25.102052644"
"欣和興食品股份有限公司","99608390","新北市樹林區佳園路一段90號","16247280","289718.36","2762437.6","121.393385277288","24.9693257741725"
"寒山物產商業有限公司","99618736","新北市中和區安邦街一四號","34342809","300048.56","2765671.33","121.495813746766","24.9982146265537"
"松記食品工業有限公司","99611202","新北市新莊區頭前路二巷七號","36031978","297254.51","2771750.51","121.468343084854","25.0531874894878"
"中立食品工業股份有限公司新莊二廠","99610930","新北市新莊區思源路84巷5號","27005133","296490.48","2770887.88","121.460741727071","25.0454232579344"
"臺灣威化企業有限公司","99601779","新北市新莊區頭前路一九號三樓","02082674","297220.65","2771682.78","121.468005115253","25.0525770465366"
"佑福食品有限公司","99601668","新北市泰山區明志路三段四０七巷五號","86272368","292549.18","2769597.58","121.421642696759","25.0338903406826"
"雙氏企業有限公司","99605164","新北市汐止區連興街一四八巷一號一樓","39611134","315974.78","2772719.45","121.653919340059","25.0612339067951"
"立基食品股份有限公司瑞芳一廠","99602072","新北市瑞芳區頂坪路一二號","30888763","329804.59","2776830.27","121.791224750156","25.0976771245706"
"頂昌企業有限公司","99607109","新北市土城區永豐路一九五巷二三號","23832998","297866.18","2763599.62","121.474122490492","24.9795815650322"
"智慧餅店","99690087","新北市板橋區三民路二段二四五巷四弄一四號一樓","08542387","298502.22","2767220.67","121.480549540254","25.01225248139"
"口洛佳食品實業有限公司","99606737","新北市新店區安泰路六０巷九０弄七八號","86611732","298841.38","2759733.96","121.483645338766","24.9446509039445"
"三豐食品工廠","99604702","新北市新莊區化成路一００之一號","01995321","296956.09","2770746.05","121.465351241233","25.0441284359209"
"吉美食品廠","99607282","新北市板橋區觀光街六一號","34110272","297476.81","2767679.9","121.470406030238","25.0164308684194"
"伍弘實業有限公司","99604376","新北市板橋區大觀路三段三六巷八九弄八號","34113502","293808.52","2765630.6","121.433996023855","24.9980401126377"
"金瑞珍糕餅店","99689933","新北市瑞芳區中正路八八號","33868657","331223.91","2777955.39","121.805362084734","25.1077583455205"
"聯淳國際股份有限公司","99606854","新北市中和區中山路二段三八０巷三號","97014959","299558.8","2766272.24","121.490983503457","25.0036558216659"
"上好食品廠有限公司","99619158","新北市汐止區大同路一段一四六巷一二號","23108926","313759.93","2771995.39","121.631934002156","25.054792313827"
"茄苳實業廠有限公司","99618202","新北市三重區自強路四段三一巷八號一樓","36363526","299376.52","2774379.97","121.489468146162","25.0768583628324"
"達益食品工業股份有限公司大有廠","99604243","新北市三重區中正北路三四三、三四五號","35466600","297713.75","2773810.6","121.472965865461","25.0717714952641"
"易成食品企業有限公司","99612669","新北市三重區重陽路一段一一三巷一弄三九號","36252330","299224.08","2772381.16","121.487885626681","25.0588181185361"
"貴州醬業有限公司","99603622","新北市三峽區橫溪路九九巷二六號","01864046","290428.95","2758812.19","121.400317194145","24.9365760207457"
"寶島油脂股份有限公司","99603846","新北市土城區慶祥街一０二號","86992107","293962.38","2762817.48","121.43543076844","24.9726384104698"
"品良食品有限公司","99604154","新北市淡水區學府路一九四、一九六號一樓","37507959","295048.77","2785367.73","121.446929153003","25.1761906157619"
"生豐食品廠有限公司","99689149","新北市中和區中正路一二０六巷一九號一、二樓","23478286","298463.81","2767139.88","121.480166149537","25.0115243173643"
"奕嘉食品廠","99617796","新北市鶯歌區鶯桃路94巷59弄8號1樓","01871617","284492.59","2760873.3","121.341589102519","24.9553305940915"
"阜晟企業股份有限公司","99691118","新北市瑞芳區魚坑路二００號","00940171","329717","2778169","121.790433973","25.1097670327"
"銘珍食品廠有限公司","99618971","新北市淡水區下圭柔山一一九之一二號","07553202","295627.41","2788848.31","121.452785817687","25.2075953439859"
"和益製麵廠股份有限公司板橋廠","99607756","新北市板橋區干城路一三九號三、四樓","16648475","296421.53","2765113.46","121.459864227234","24.9932935916619"
"萬年春茶業股份有限公司板橋廠","99619903","新北市板橋區廣新里懷仁街一０巷三號","30965830","","","",""
"芳福企業有限公司","99609192","新北市新莊區化成路三七五巷三五、三七號","22057097","296813.72","2772247.27","121.46399130636","25.0576859179365"
"新北市樹林區農會稻穀加工廠","99600370","新北市樹林區寶園街11號","33421903","289026.82","2760676.59","121.386486493236","24.953444920659"
"大安好食品有限公司","99611003","新北市新莊區化成路一九０巷一二號","16650113","297047.37","2771009.31","121.466264838254","25.0465023209565"
"芬芳烹材股份有限公司","99600563","新北市樹林區武林街9號之6（1~3樓）","84503548","292221.97","2766082.1","121.418292782329","25.0021613377248"
"蘇州采芝齋食品行","99612481","新北市三重區中正北路一五號","33899201","299702.13","2772699.78","121.492635159754","25.0616790245508"
"品川實業股份有限公司","99600911","新北市瑞芳區頂坪路七八號","22173693","329982","2777316","121.793011714","25.102052644"
"富山共同製茶廠","99609881","新北市三峽區成福路247、249號","01924348","293095.37","2757541.31","121.42667940969","24.9250290554781"
"大人行實業有限公司","99618781","新北市中和區橋和路九五號","05152960","299514.35","2766489.73","121.490550943593","25.0056207605236"
"良億食品廠","99689691","新北市中和區自立路一四一巷九號一樓","02368973","302776","2765176.15","121.522813778551","24.9936516664932"
"欣裕食品有限公司","99605944","新北市新店區民權路一五七、一五九號三樓","22247203","303913.04","2763960.99","121.534029841075","24.9826411617617"
"虎林食品行","99612911","新北市三重區中正北路25巷21號1樓","01976582","299748.7","2772790.59","121.493099985022","25.0624972757845"
"王一企業有限公司","99689753","新北市永和區永貞路三二０號一樓","31256006","301645.3","2766441.81","121.511660358561","25.0051170362214"
"祥茂糖菓工廠","99619694","新北市坪林區坪林里二六號一樓","33821909","321988.59","2759583.24","121.712838007353","24.9423699824293"
"漢點食品工廠有限公司","99605227","新北市新莊區自立街二一四巷一０弄二二號一樓","22768929","296049.27","2770836.36","121.456367588083","25.0449716480192"
"順溢油業有限公司","99604153","新北市土城區慶祥街四二號","22223119","294110.59","2763027.64","121.436905391793","24.9745315294515"
"青峰實業股份有限公司","99605201","新北市中和區中正路1226號5樓之1","20790729","298388.92","2767080.3","121.479422086913","25.0109887702656"
"信好食品廠","99617575","新北市汐止區大同路一段三三七巷一六弄一八號","02296964","314320.44","2772680.33","121.637521065898","25.0609520069194"
"聯米企業股份有限公司","99613616","新北市樹林區光武街三六巷一號","86213452","292097.9","2766543.28","121.417077693455","25.0063284261582"
"青映食品冷凍股份有限公司","99605340","新北市汐止區大同路1段358號","22389173","314598.7","2772603.15","121.640275274832","25.0602434127393"
"國暉國際有限公司","99604859","新北市新店區中正路五四二之一號四樓","04890618","303887.59","2764171.84","121.533785939908","24.9845456390209"
"竹軒西點麵包店","99604924","新北市樹林區中山路一段九一號一樓","34205093","292739.89","2764865.44","121.423386067362","24.9911626682777"
"上發食品廠","99610365","新北市新莊區化成路二九巷八六號","02163161","296632.77","2770740.49","121.462146919569","25.0440882730583"
"頂嘉麻油食品工廠","99601564","新北市土城區亞洲路五八巷五弄一八號","01927160","293829.92","2762933.62","121.434122477139","24.9736908349041"
"元福美食品廠","99604287","新北市林口區中正路二五九號一樓","35838807","289388.17","2774427.99","121.39045735475","25.0775854121027"
"品愿股份有限公司五股廠","99602377","新北市五股區五工三路一二一號","22727456","295825.94","2773398.65","121.454239548036","25.068110929739"
"銘洋食品冷凍股份有限公司","99619554","新北市五股區五權八路三三號","22997492","295254.39","2773487.69","121.448577241447","25.068931997006"
"振芳食品工廠","99611779","新北市新莊區福營路二二七巷四五及四七號","35325807","293438.97","2768999.79","121.430441113638","25.0284681984614"
"美佳利蛋糕麵包廠","99618551","新北市新店區寶橋路二一二號","38060415","305634.48","2763503.16","121.551062330288","24.9784457667696"
"五魚實業有限公司","99603566","新北市樹林區三俊街七四巷四四號","34685115","291766.23","2767369.42","121.413816758887","25.0137961045737"
"宏鑫碾米廠","99617864","新北市中和區中正路一二０六巷四號","02377071","298479.78","2767066.35","121.480321800216","25.0108599458352"
"漢軒食品廠股份有限公司","99689655","新北市新店區民權路九０巷三五號三樓","22748282","304153.48","2764122.54","121.536417737471","24.9840911016178"
"晶品股份有限公司新莊廠","99602254","新北市五股區五工路一二六號","22394204","295524.85","2773454.41","121.451256992669","25.0686233912011"
"譚少華食品廠有限公司","99619771","新北市汐止區南陽街一二０巷七號一、二樓","22318163","312948.35","2772597.62","121.623918249748","25.0602630990444"
"海歷香食品廠","99616359","新北市新店區民權路九０巷三六號二樓","02288768","304168.03","2764123.33","121.536561910516","24.9840977439422"
"統力食品企業股份有限公司樹林廠","99600505","新北市樹林區柑園街1段192號","34428046","289907.49","2761030.54","121.395217843783","24.9566176152615"
"啓生食品工業股份有限公司","99615678","新北市中和區中山路3段136巷10弄10號","23391514","297879.31","2766645.98","121.474358108407","25.0070839633092"
"益弘食品有限公司","99608963","新北市中和區中山路二段三四０巷四七號","80579290","299774.7","2766309.02","121.493123709738","25.003980770515"
"長旺興業有限公司","99615745","新北市中和區中山路二段三四０巷一九號","22370723","299807.24","2766202.92","121.49344228735","25.0030218450058"
"仕維生股份有限公司汐止廠","99619901","新北市汐止區環河街一七六號","12487549","313374.14","2772272.79","121.628123322716","25.057312806947"
"新北食品股份有限公司","99617888","新北市三重區國道路1段59號","53683051","298537.15","2773925.1","121.481131683175","25.0727790509241"
"立台食品工業股份有限公司","99618602","新北市三重區光華路59號","36286198","297129.79","2772498.61","121.467132553519","25.0599452030859"
"正全製茶工廠","99615809","新北市三峽區竹崙里竹崙路一六號","34146530","293114.5","2757277.11","121.426860574282","24.9226432070275"
"名泓實業股份有限公司","99603273","新北市五股區五權六路15號(1樓)","23123623","295382.85","2773043.72","121.449835963895","25.0649199719887"
"漢皇食品廠","99689367","新北市中和區景新街三二號一樓","66940503","300797.38","2765798.08","121.503236492449","24.999334068208"
"西北食品工業股份有限公司","99606358","新北市林口區粉寮路一段一０二號","05634685","290345.6","2774896.83","121.399961925648","25.0817928169649"
"台芳香料化學股份有限公司","99602623","新北市新店區寶橋路二三五巷八號六樓","04987107","305710.15","2763696.3","121.551819601879","24.9801866909002"
"詩特莉食品股份有限公司","99615096","新北市新店區寶橋路二三五巷一四號六樓","23225889","305677.34","2763741.28","121.551496452283","24.9805939641696"
"仰南食品股份有限公司鶯歌廠","99616720","新北市鶯歌區八德路二巷三七弄一０號","23166158","284038.45","2759876.8","121.337067247045","24.9463441874649"
"華信食品工業有限公司","99603478","新北市新莊區民安西路四六０巷二一號","22071226","293470.06","2766690.47","121.430676480151","25.0076185442537"
"浩漢食品廠有限公司","99605088","新北市三重區中正北路五三０巷一七號","02090908","297597.54","2773712.17","121.471810597653","25.0708865745452"
"得立食品股份有限公司","99604216","新北市新店區民權路四八之三號二樓","23516943","304488.45","2764009.83","121.539731171537","24.983061530528"
"明泉米粉廠","99610333","新北市新莊區民安西路四六０巷一三號","78217434","293487.53","2766707.67","121.430850024412","25.0077733087431"
"虹旭企業有限公司","99689764","新北市汐止區福德一路三九二巷二二弄一四號","30922636","313320.95","2772776.32","121.627619366159","25.0618608643785"
"煌輝食品企業有限公司","99613891","新北市樹林區中正路二六四巷一號","23689389","292137.99","2766723.47","121.417480337188","25.0079540678319"
"立基食品股份有限公司瑞芳二廠","99602092","新北市瑞芳區傑興里頂坪路瑞芳工業區二一號","30888763","329774.77","2776904.67","121.790933424075","25.0983503715196"
"丸郁食品冷凍股份有限公司","99600833","新北市瑞芳區頂坪路五四號","23467605","329982","2777316","121.793011714","25.102052644"
"寶之川股份有限公司土城廠","99617164","新北市土城區永豐路一九五巷七弄五號","16791438","297603.54","2763554.99","121.471519547422","24.9791869042432"
"可愛食品有限公司","99616929","新北市汐止區福德一路三九二巷四一弄一四號","04835799","313144.68","2772845.96","121.625875455798","25.06249690251"
"南嘉有限公司台北廠","99619638","新北市汐止區福德一路三九二巷五號","11454725","313287.34","2772690.19","121.627282270819","25.0610846355836"
"啟元食品廠","99604074","新北市淡水區民族路一一號","37112610","296423.28","2781039.92","121.460418646705","25.1370777969259"
"瑞昶貿易股份有限公司五股廠","99600376","新北市五股區五工二路一一六巷九號","04310533","295938.44","2773686.86","121.455364342359","25.070709457292"
"琦美製冰股份有限公司","99608646","新北市三重區中興北街一０八號","22455659","297404.93","2771242.71","121.469816323164","25.0485983387761"
"七味之友有限公司","99602416","新北市五股區五工五路四六號","22407989","295291.2","2773319.99","121.448936609715","25.0674168388864"
"旺昌食品有限公司","99612252","新北市三重區新北大道2段139巷26號","16481377","297056.47","2772563.88","121.466408078393","25.0605368049908"
"正泉豆腐工廠有限公司","99617579","新北市板橋區三民路一段一三八巷一一號一樓","84193473","298277.41","2768124.74","121.478353802979","25.0204216414678"
"同祥有限公司","99610205","新北市新莊區中正路五一四巷五三弄一八號","23979599","293528","2769580.6","121.431341671085","25.033709196043"
"旭梅企業有限公司","99602039","新北市瑞芳區頂坪路九０號","31118948","329982","2777316","121.793011714","25.102052644"
"七星香料股份有限公司","99610185","新北市新莊區化成路一一巷八九弄一一號","04424206","296643.36","2770619.31","121.462247695789","25.0429939394751"
"育力企業有限公司","99607867","新北市板橋區干城路一三九號二樓","86199472","296421.53","2765113.46","121.459864227234","24.9932935916619"
"永好食品廠有限公司","99602717","新北市新莊區福營路一六五巷六號","86225268","293616.78","2769256.68","121.432211113568","25.0307823370562"
"滋美企業有限公司","99613746","新北市板橋區重慶路二六九巷五一號","23839471","296920.58","2765741.49","121.464829078529","24.9989481604068"
"聖風有限公司","99603505","新北市新莊區五權一路五號四樓之七","09431521","296199.43","2773185.18","121.457934508101","25.0661722619781"
"今達食品有限公司","99614495","新北市五股區國道路3段8巷10號","23911894","297339.11","2774129.16","121.469263260784","25.074659236349"
"全壽龍實業有限公司","99608340","新北市新店區中正路四維巷八弄一三號四樓","23383269","304005.86","2764177.39","121.534957639749","24.9845915959846"
"惠格實業有限公司","99618700","新北市汐止區大安街56巷14號","22585034","318417.04","2774068.59","121.678191944967","25.073304927388"
"振芳股份有限公司","99601954","新北市五股區五工六路19號","03341208","295364.97","2772754.38","121.449649206829","25.0623083337485"
"日正食品工業股份有限公司深坑廠","99617126","新北市深坑區北深路三段一四一巷九號","22425683","310897.04","2766154.03","121.603302896364","25.0021753980273"
"長隆食品股份有限公司","99606633","新北市板橋區信義路一六三巷四號三樓","86587493","296358.03","2765040.57","121.459232771604","24.9926374915418"
"聯發國際餐飲事業股份有限公司","99604586","新北市蘆洲區國道路2段26號4樓","80676602","297865.88","2774028.55","121.474481367441","25.073734409976"
"百原食品有限公司","99616579","新北市五股區中興路1段61號、59號(1樓)","16995453","297200.52","2773895.21","121.467881473457","25.0725515413332"
"超人有限公司","99615794","新北市中和區中板路15巷1號3樓","89498349","298884.36","2767136.23","121.484332587907","25.011477848022"
"柏泰食品興業股份有限公司","99613503","新北市新店區中正路五四巷三十號五樓","38443032","305065.97","2762631.64","121.545396666821","24.9705983798424"
"大同茶業股份有限公司土城廠","99601691","新北市土城區自強街二二號","07015204","293654.1","2762685.2","121.432373279052","24.9714531176258"
"鬍鬚張股份有限公司五股廠","99602405","新北市五股區五工一路一０六號","22721208","296131.72","2773588.42","121.457276827173","25.0698148559252"
"佳糧股份有限公司","99602026","新北市新莊區五權二路二四號之一","23517823","296261.35","2773362.71","121.458554146941","25.0677731586204"
"愛欣食品有限公司","99601194","新北市淡水區八勢一街一號","89797986","296366.42","2783146.85","121.459926053201","25.1561006677563"
"群賀食品企業有限公司","99690661","新北市中和區立德街二六巷五弄五號","84520716","299429.93","2766671.55","121.489721193293","25.007265012289"
"晉東食品工業有限公司","99610474","新北市土城區中央路三段一二六巷三六弄一號","84240525","293862.38","2762313.29","121.434424331856","24.9680894601765"
"三益化工香料有限公司","99603380","新北市中和區建三路五七號七樓","22911946","299074.22","2766064.11","121.486175460768","25.0017925897923"
"福亭食品工業有限公司","99615986","新北市土城區亞洲路四二號","84560168","293990.56","2762960.77","121.435714458702","24.9739312288275"
"邱氏鼎食品企業股份有限公司土城廠","99600825","新北市土城區自強街三一之二及之三號","05135956","293320.01","2762446.47","121.429056834904","24.9693073613785"
"味冠食品有限公司","99613750","新北市土城區永豐路一九五巷七弄三號","23394126","297576.08","2763542.39","121.471247111355","24.9790740295987"
"源崑食品有限公司","99611483","新北市新莊區雙鳳路一０九號五樓","84591319","291773.04","2768950.85","121.413932109086","25.0280732463412"
"偉翔生技開發股份有限公司","99606338","新北市三重區重新路5段609巷4號10樓","84643105","297196.89","2770903.46","121.467742912813","25.0455421081523"
"鴻福食品工廠有限公司板橋二廠","99606943","新北市板橋區金門街三六九巷六五號","34440941","293314.06","2764042.04","121.429047921531","24.9837125693751"
"魔術食品工業股份有限公司","99603098","新北市樹林區光興街六一號","23930626","291479.08","2766145.04","121.410934986327","25.0027501374926"
"真味行食品股份有限公司","99601822","新北市三重區中興北街一００之五及之六號","89224475","297373.71","2771038.66","121.469499898491","25.0467571837688"
"禮莊食品企業有限公司","99617240","新北市土城區承天路八巷一九號","16785180","294106.55","2761760.13","121.436824974738","24.9630883496212"
"百健產物有限公司","99607332","新北市中和區中板路7之1號5樓","86416301","298928.02","2767145.49","121.484765438373","25.0115600411268"
"高印企業有限公司","99614546","新北市樹林區三俊街七四巷一一號","36102902","291751.16","2767562.25","121.413673285428","25.0155374015609"
"百正研化食品有限公司","99605806","新北市中和區中板路7之2號5樓","89840962","298928.02","2767145.49","121.484765438373","25.0115600411268"
"億鄉有限公司","99611799","新北市三重區中興北街一三六巷二二號","89888509","297203.63","2772047.35","121.467848952624","25.0558688944467"
"味都股份有限公司","99611829","新北市新莊區雙鳳路一０七號六樓","23615839","291789.97","2768949.79","121.414099868865","25.0280632236291"
"助福食品有限公司","99601132","新北市樹林區東豐街49巷10號","86263776","291886.47","2763078.3","121.414878023888","24.9750518637618"
"安佳隆美容事業股份有限公司新店二廠","99606897","新北市新店區中正路五三八巷一０號五樓","23456608","303950.3","2764127.12","121.534405316858","24.9841397271815"
"益康企業股份有限公司五股廠","99602221","新北市新莊區五權一路七號七樓之一０","22454960","296240.18","2773237.56","121.458340136229","25.0666439716743"
"狀元香食品有限公司汐止廠","99617638","新北市汐止區大同路一段二八六巷一三號","84268776","314102.45","2772243.91","121.635340250489","25.0570214455844"
"洪牌食品股份有限公司︵樹林廠︶","99602546","新北市樹林區新興街一六號","86649771","290392.68","2762921.97","121.400077947509","24.9736810246432"
"常饌食品股份有限公司","99606064","新北市中和區中正路八一六號","89797070","298956.09","2766222.39","121.485010794662","25.0032253299088"
"超比食品企業股份有限公司","99618110","新北市汐止區大同路一段三０二巷六號","84791870","314164.17","2772310.37","121.635954983949","25.0576187798651"
"鋒美食品實業有限公司","99607184","新北市樹林區東豐街四九巷二二弄二三號","96873782","291818.74","2763038.73","121.414205936551","24.9746965427717"
"嘉禾食品有限公司","99615990","新北市三峽區嘉添里嘉添181之22號","23211077","289386.26","2755064.62","121.389886567333","24.9027693859639"
"佳郁企業股份有限公司樹林廠","99606417","新北市樹林區東興街4巷8號","12542260","291273.5","2763573.6","121.408821531059","24.9795402971339"
"今點食品股份有限公司三重廠","99608643","新北市三重區光復路一段九九巷九號","96936442","297726.53","2771501.04","121.473012529868","25.05092041569"
"鑫大盒餐實業有限公司","99690650","新北市土城區永豐路二七０巷一九弄一號地下層","23848680","297487.18","2763285.74","121.470357759429","24.9767597427699"
"金寧食品有限公司","99603545","新北市土城區自強街三之二號二樓","89991742","293320.01","2762446.47","121.429056834904","24.9693073613785"
"大丘店有限公司","99605617","新北市汐止區康寧街169巷27之1號4樓之3","89596192","312816.04","2773539.82","121.622649888738","25.0687745755058"
"勤記食品股份有限公司土城廠","99604039","新北市土城區永豐路一九五巷二七弄二０、二二、二四號","86965848","297751.72","2763656.45","121.472990789466","24.9800982565646"
"御禮烘焙事業有限公司","99619003","新北市汐止區新臺五路一段七五號一三樓之五","97021298","315135.98","2772705.31","121.645605146581","25.0611426197963"
"永新興業有限公司","99610893","新北市新莊區思源路四二巷三號","28402096","296477.87","2770691.57","121.460610130869","25.04365142403"
"天水商行","99608591","新北市鶯歌區文化路五０一之二八號","78889679","285640.5","2760143.05","121.35293819794","24.9487111937123"
"味味美食有限公司","99616830","新北市五股區中興路一段九五巷四弄三、五號","53697463","297030.02","2773913.93","121.46619204337","25.0727258789133"
"超有有限公司","99690233","新北市三重區興德路一四一巷八、一０號","97252353","297373.71","2771755.71","121.469524585183","25.0532306938273"
"古早食品有限公司板橋廠","99612974","新北市板橋區國慶路七號二樓","84845405","296207.79","2765359.87","121.457755087191","24.9955247520121"
"弘繽企業有限公司","99607819","新北市汐止區康寧街169巷29號2樓之3","96949072","312815.02","2773555.63","121.622640554421","25.0689173603446"
"北香製麵廠股份有限公司","99618481","新北市汐止區康寧街169巷23之1號1樓","97493064","312823.11","2773477.57","121.622717112213","25.0682123393567"
"元記食品有限公司三重廠","99612376","新北市三重區光復路1段30巷2號","89317608","297586.12","2771095.84","121.471606901432","25.0472667259651"
"唯力香食品有限公司","99612485","新北市三峽區嘉添181之32號(1、3號)","16370648","287377.65","2756015.36","121.370029213256","24.9114035290122"
"喬賀興業有限公司","99614866","新北市中和區立德街一四八巷六號六樓","22595265","299186.78","2766833.21","121.487318022185","25.008732401998"
"佳香食品行","99613939","新北市蘆洲區中山一路95巷22弄6號","19504754","298143.64","2774764.43","121.477260426559","25.080369081522"
"財翰企業股份有限公司土城廠","99609851","新北市土城區中央路三段一０號","96984176","294298.54","2762480.41","121.438749472872","24.9695855344221"
"隆昌食品有限公司","99600288","新北市土城區中央路一段三六五巷一四號","89778221","294922.01","2763678.63","121.444963301447","24.9803848810093"
