index,上市有價證券種類,code,name,CFICode
79,股票,1452,宏益,ESVUFR
80,股票,1453,大將,ESVUFR
81,股票,1454,台富,ESVUFR
82,股票,1455,集盛,ESVUFR
83,股票,1456,怡華,ESVUFR
84,股票,1457,宜進,ESVUFR
85,股票,1459,聯發,ESVUFR
86,股票,1460,宏遠,ESVUFR
87,股票,1463,強盛,ESVUFR
88,股票,1464,得力,ESVUFR
89,股票,1465,偉全,ESVUFR
90,股票,1466,聚隆,ESVUFR
91,股票,1467,南緯,ESVUFR
92,股票,1468,昶和,ESVUFR
93,股票,1470,大統新創,ESVUFR
94,股票,1471,首利,ESVUFR
95,股票,1472,三洋實業,ESVUFR
96,股票,1473,台南,ESVUFR
97,股票,1474,弘裕,ESVUFR
98,股票,1475,業旺,ESVUFR
99,股票,1476,儒鴻,ESVUFR
100,股票,1477,聚陽,ESVUFR
101,股票,1503,士電,ESVUFR
102,股票,1504,東元,ESVUFR
103,股票,1506,正道,ESVUFR
104,股票,1512,瑞利,ESVUFR
105,股票,1513,中興電,ESVUFR
106,股票,1514,亞力,ESVUFR
107,股票,1515,力山,ESVUFR
108,股票,1516,川飛,ESVUFR
109,股票,1517,利奇,ESVUFR
110,股票,1519,華城,ESVUFR
111,股票,1521,大億,ESVUFR
112,股票,1522,堤維西,ESVUFR
113,股票,1524,耿鼎,ESVUFR
114,股票,1525,江申,ESVUFR
115,股票,1526,日馳,ESVUFR
116,股票,1527,鑽全,ESVUFR
117,股票,1528,恩德,ESVUFR
118,股票,1529,樂事綠能,ESVUFR
119,股票,1530,亞崴,ESVUFR
120,股票,1531,高林股,ESVUFR
121,股票,1532,勤美,ESVUFR
122,股票,1533,車王電,ESVUFR
123,股票,1535,中宇,ESVUFR
124,股票,1536,和大,ESVUFR
125,股票,1537,廣隆,ESVUFR
126,股票,1538,正峰,ESVUFR
127,股票,1539,巨庭,ESVUFR
128,股票,1540,喬福,ESVUFR
129,股票,1541,錩泰,ESVUFR
130,股票,1558,伸興,ESVUFR
131,股票,1560,中砂,ESVUFR
132,股票,1568,倉佑,ESVUFR
133,股票,1582,信錦,ESVUFR
134,股票,1583,程泰,ESVUFR
135,股票,1587,吉茂,ESVUFR
136,股票,1589,永冠-KY,ESVUFR
137,股票,1590,亞德客-KY,ESVUFR
138,股票,1597,直得,ESVUFR
139,股票,1598,岱宇,ESVUFR
140,股票,1603,華電,ESVUFR
141,股票,1604,聲寶,ESVUFR
142,股票,1605,華新,ESVUFR
143,股票,1608,華榮,ESVUFR
144,股票,1609,大亞,ESVUFR
145,股票,1611,中電,ESVUFR
146,股票,1612,宏泰,ESVUFR
147,股票,1614,三洋電,ESVUFR
148,股票,1615,大山,ESVUFR
149,股票,1616,億泰,ESVUFR
150,股票,1617,榮星,ESVUFR
151,股票,1618,合機,ESVUFR
152,股票,1626,艾美特-KY,ESVUFR
153,股票,1701,中化,ESVUFR
154,股票,1702,南僑,ESVUFR
155,股票,1707,葡萄王,ESVUFR
156,股票,1708,東鹼,ESVUFR
157,股票,1709,和益,ESVUFR
158,股票,1710,東聯,ESVUFR
159,股票,1711,永光,ESVUFR
160,股票,1712,興農,ESVUFR
161,股票,1713,國化,ESVUFR
162,股票,1714,和桐,ESVUFR
163,股票,1717,長興,ESVUFR
164,股票,1718,中纖,ESVUFR
165,股票,1720,生達,ESVUFR
166,股票,1721,三晃,ESVUFR
167,股票,1722,台肥,ESVUFR
168,股票,1723,中碳,ESVUFR
169,股票,1725,元禎,ESVUFR
170,股票,1726,永記,ESVUFR
171,股票,1727,中華化,ESVUFR
172,股票,1730,花仙子,ESVUFR
173,股票,1731,美吾華,ESVUFR
174,股票,1732,毛寶,ESVUFR
175,股票,1733,五鼎,ESVUFR
176,股票,1734,杏輝,ESVUFR
177,股票,1735,日勝化,ESVUFR
178,股票,1736,喬山,ESVUFR
179,股票,1737,臺鹽,ESVUFR
180,股票,1752,南光,ESVUFR
181,股票,1760,寶齡富錦,ESVUFR
182,股票,1762,中化生,ESVUFR
183,股票,1773,勝一,ESVUFR
184,股票,1776,展宇,ESVUFR
185,股票,1783,和康生,ESVUFR
186,股票,1786,科妍,ESVUFR
187,股票,1789,神隆,ESVUFR
188,股票,1795,美時,ESVUFR
189,股票,1802,台玻,ESVUFR
190,股票,1805,寶徠,ESVUFR
191,股票,1806,冠軍,ESVUFR
192,股票,1808,潤隆,ESVUFR
193,股票,1809,中釉,ESVUFR
194,股票,1810,和成,ESVUFR
195,股票,1817,凱撒衛,ESVUFR
196,股票,1903,士紙,ESVUFR
197,股票,1904,正隆,ESVUFR
198,股票,1905,華紙,ESVUFR
199,股票,1906,寶隆,ESVUFR
200,股票,1907,永豐餘,ESVUFR
201,股票,1909,榮成,ESVUFR
202,股票,2002,中鋼,ESVUFR
203,股票,2006,東和鋼鐵,ESVUFR
204,股票,2007,燁興,ESVUFR
205,股票,2008,高興昌,ESVUFR
206,股票,2009,第一銅,ESVUFR
207,股票,2010,春源,ESVUFR
208,股票,2012,春雨,ESVUFR
209,股票,2013,中鋼構,ESVUFR
210,股票,2014,中鴻,ESVUFR
211,股票,2015,豐興,ESVUFR
212,股票,2017,官田鋼,ESVUFR
213,股票,2020,美亞,ESVUFR
214,股票,2022,聚亨,ESVUFR
215,股票,2023,燁輝,ESVUFR
216,股票,2024,志聯,ESVUFR
217,股票,2025,千興,ESVUFR
218,股票,2027,大成鋼,ESVUFR
219,股票,2028,威致,ESVUFR
220,股票,2029,盛餘,ESVUFR
221,股票,2030,彰源,ESVUFR
222,股票,2031,新光鋼,ESVUFR
223,股票,2032,新鋼,ESVUFR
224,股票,2033,佳大,ESVUFR
225,股票,2034,允強,ESVUFR
226,股票,2038,海光,ESVUFR
227,股票,2049,上銀,ESVUFR
228,股票,2059,川湖,ESVUFR
229,股票,2062,橋椿,ESVUFR
230,股票,2069,運錩,ESVUFR
231,股票,2101,南港,ESVUFR
232,股票,2102,泰豐,ESVUFR
233,股票,2103,台橡,ESVUFR
234,股票,2104,國際中橡,ESVUFR
235,股票,2105,正新,ESVUFR
236,股票,2106,建大,ESVUFR
237,股票,2107,厚生,ESVUFR
238,股票,2108,南帝,ESVUFR
239,股票,2109,華豐,ESVUFR
240,股票,2114,鑫永銓,ESVUFR
241,股票,2115,六暉-KY,ESVUFR
242,股票,2201,裕隆,ESVUFR
243,股票,2204,中華,ESVUFR
244,股票,2206,三陽工業,ESVUFR
245,股票,2207,和泰車,ESVUFR
246,股票,2208,台船,ESVUFR
247,股票,2211,長榮鋼,ESVUFR
248,股票,2227,裕日車,ESVUFR
249,股票,2228,劍麟,ESVUFR
250,股票,2231,為升,ESVUFR
251,股票,2233,宇隆,ESVUFR
252,股票,2236,百達-KY,ESVUFR
253,股票,2239,英利-KY,ESVUFR
254,股票,2241,艾姆勒,ESVUFR
255,股票,2243,宏旭-KY,ESVUFR
256,股票,2247,汎德永業,ESVUFR
257,股票,2250,IKKA-KY,ESVUFR
258,股票,2301,光寶科,ESVUFR
259,股票,2302,麗正,ESVUFR
260,股票,2303,聯電,ESVUFR
261,股票,2305,全友,ESVUFR
262,股票,2308,台達電,ESVUFR
263,股票,2312,金寶,ESVUFR
264,股票,2313,華通,ESVUFR
265,股票,2314,台揚,ESVUFR
266,股票,2316,楠梓電,ESVUFR
267,股票,2317,鴻海,ESVUFR
268,股票,2321,東訊,ESVUFR
269,股票,2323,中環,ESVUFR
270,股票,2324,仁寶,ESVUFR
271,股票,2327,國巨,ESVUFR
272,股票,2328,廣宇,ESVUFR
273,股票,2329,華泰,ESVUFR
274,股票,2330,台積電,ESVUFR
275,股票,2331,精英,ESVUFR
276,股票,2332,友訊,ESVUFR
277,股票,2337,旺宏,ESVUFR
278,股票,2338,光罩,ESVUFR
279,股票,2340,台亞,ESVUFR
280,股票,2342,茂矽,ESVUFR
281,股票,2344,華邦電,ESVUFR
282,股票,2345,智邦,ESVUFR
283,股票,2347,聯強,ESVUFR
284,股票,2348,海悅,ESVUFR
285,股票,2349,錸德,ESVUFR
286,股票,2351,順德,ESVUFR
287,股票,2352,佳世達,ESVUFR
288,股票,2353,宏碁,ESVUFR
289,股票,2354,鴻準,ESVUFR
290,股票,2355,敬鵬,ESVUFR
291,股票,2356,英業達,ESVUFR
292,股票,2357,華碩,ESVUFR
293,股票,2358,廷鑫,ESVUFR
294,股票,2359,所羅門,ESVUFR
295,股票,2360,致茂,ESVUFR
296,股票,2362,藍天,ESVUFR
297,股票,2363,矽統,ESVUFR
298,股票,2364,倫飛,ESVUFR
299,股票,2365,昆盈,ESVUFR
300,股票,2367,燿華,ESVUFR
301,股票,2368,金像電,ESVUFR
302,股票,2369,菱生,ESVUFR
303,股票,2371,大同,ESVUFR
304,股票,2373,震旦行,ESVUFR
305,股票,2374,佳能,ESVUFR
306,股票,2375,凱美,ESVUFR
307,股票,2376,技嘉,ESVUFR
308,股票,2377,微星,ESVUFR
309,股票,2379,瑞昱,ESVUFR
310,股票,2380,虹光,ESVUFR
311,股票,2382,廣達,ESVUFR
312,股票,2383,台光電,ESVUFR
313,股票,2385,群光,ESVUFR
314,股票,2387,精元,ESVUFR
315,股票,2388,威盛,ESVUFR
316,股票,2390,云辰,ESVUFR
317,股票,2392,正崴,ESVUFR
318,股票,2393,億光,ESVUFR
319,股票,2395,研華,ESVUFR
320,股票,2397,友通,ESVUFR
321,股票,2399,映泰,ESVUFR
322,股票,2401,凌陽,ESVUFR
323,股票,2402,毅嘉,ESVUFR
324,股票,2404,漢唐,ESVUFR
325,股票,2405,輔信,ESVUFR
326,股票,2406,國碩,ESVUFR
327,股票,2408,南亞科,ESVUFR
328,股票,2409,友達,ESVUFR
329,股票,2412,中華電,ESVUFR
330,股票,2413,環科,ESVUFR
331,股票,2414,精技,ESVUFR
332,股票,2415,錩新,ESVUFR
333,股票,2417,圓剛,ESVUFR
334,股票,2419,仲琦,ESVUFR
335,股票,2420,新巨,ESVUFR
336,股票,2421,建準,ESVUFR
337,股票,2423,固緯,ESVUFR
338,股票,2424,隴華,ESVUFR
339,股票,2425,承啟,ESVUFR
340,股票,2426,鼎元,ESVUFR
341,股票,2427,三商電,ESVUFR
342,股票,2428,興勤,ESVUFR
343,股票,2429,銘旺科,ESVUFR
344,股票,2430,燦坤,ESVUFR
345,股票,2431,聯昌,ESVUFR
346,股票,2433,互盛電,ESVUFR
347,股票,2434,統懋,ESVUFR
348,股票,2436,偉詮電,ESVUFR
349,股票,2438,翔耀,ESVUFR
350,股票,2439,美律,ESVUFR
351,股票,2440,太空梭,ESVUFR
352,股票,2441,超豐,ESVUFR
353,股票,2442,新美齊,ESVUFR
354,股票,2443,昶虹,ESVUFR
355,股票,2444,兆勁,ESVUFR
356,股票,2449,京元電子,ESVUFR
357,股票,2450,神腦,ESVUFR
358,股票,2451,創見,ESVUFR
359,股票,2453,凌群,ESVUFR
360,股票,2454,聯發科,ESVUFR
361,股票,2455,全新,ESVUFR
362,股票,2457,飛宏,ESVUFR
363,股票,2458,義隆,ESVUFR
364,股票,2459,敦吉,ESVUFR
365,股票,2460,建通,ESVUFR
366,股票,2461,光群雷,ESVUFR
367,股票,2462,良得電,ESVUFR
368,股票,2464,盟立,ESVUFR
369,股票,2465,麗臺,ESVUFR
370,股票,2466,冠西電,ESVUFR
371,股票,2467,志聖,ESVUFR
372,股票,2468,華經,ESVUFR
373,股票,2471,資通,ESVUFR
374,股票,2472,立隆電,ESVUFR
375,股票,2474,可成,ESVUFR
376,股票,2476,鉅祥,ESVUFR
377,股票,2477,美隆電,ESVUFR
378,股票,2478,大毅,ESVUFR
379,股票,2480,敦陽科,ESVUFR
380,股票,2481,強茂,ESVUFR
381,股票,2482,連宇,ESVUFR
382,股票,2483,百容,ESVUFR
383,股票,2484,希華,ESVUFR
384,股票,2485,兆赫,ESVUFR
385,股票,2486,一詮,ESVUFR
386,股票,2488,漢平,ESVUFR
387,股票,2489,瑞軒,ESVUFR
388,股票,2491,吉祥全,ESVUFR
389,股票,2492,華新科,ESVUFR
390,股票,2493,揚博,ESVUFR
391,股票,2495,普安,ESVUFR
392,股票,2496,卓越,ESVUFR
393,股票,2497,怡利電,ESVUFR
394,股票,2498,宏達電,ESVUFR
395,股票,2501,國建,ESVUFR
396,股票,2504,國產,ESVUFR
397,股票,2505,國揚,ESVUFR
398,股票,2506,太設,ESVUFR
399,股票,2509,全坤建,ESVUFR
400,股票,2511,太子,ESVUFR
401,股票,2514,龍邦,ESVUFR
402,股票,2515,中工,ESVUFR
403,股票,2516,新建,ESVUFR
404,股票,2520,冠德,ESVUFR
405,股票,2524,京城,ESVUFR
406,股票,2527,宏璟,ESVUFR
407,股票,2528,皇普,ESVUFR
408,股票,2530,華建,ESVUFR
409,股票,2534,宏盛,ESVUFR
410,股票,2535,達欣工,ESVUFR
411,股票,2536,宏普,ESVUFR
412,股票,2537,聯上發,ESVUFR
413,股票,2538,基泰,ESVUFR
414,股票,2539,櫻花建,ESVUFR
415,股票,2540,愛山林,ESVUFR
416,股票,2542,興富發,ESVUFR
417,股票,2543,皇昌,ESVUFR
418,股票,2545,皇翔,ESVUFR
419,股票,2546,根基,ESVUFR
420,股票,2547,日勝生,ESVUFR
421,股票,2548,華固,ESVUFR
422,股票,2597,潤弘,ESVUFR
423,股票,2601,益航,ESVUFR
424,股票,2603,長榮,ESVUFR
425,股票,2605,新興,ESVUFR
426,股票,2606,裕民,ESVUFR
427,股票,2607,榮運,ESVUFR
428,股票,2608,嘉里大榮,ESVUFR
429,股票,2609,陽明,ESVUFR
430,股票,2610,華航,ESVUFR
431,股票,2611,志信,ESVUFR
432,股票,2612,中航,ESVUFR
433,股票,2613,中櫃,ESVUFR
434,股票,2614,東森,ESVUFR
435,股票,2615,萬海,ESVUFR
436,股票,2616,山隆,ESVUFR
437,股票,2617,台航,ESVUFR
438,股票,2618,長榮航,ESVUFR
439,股票,2630,亞航,ESVUFR
440,股票,2633,台灣高鐵,ESVUFR
441,股票,2634,漢翔,ESVUFR
442,股票,2636,台驊投控,ESVUFR
443,股票,2637,慧洋-KY,ESVUFR
444,股票,2642,宅配通,ESVUFR
445,股票,2645,長榮航太,ESVUFR
446,股票,2701,萬企,ESVUFR
447,股票,2702,華園,ESVUFR
448,股票,2704,國賓,ESVUFR
449,股票,2705,六福,ESVUFR
450,股票,2706,第一店,ESVUFR
451,股票,2707,晶華,ESVUFR
452,股票,2712,遠雄來,ESVUFR
453,股票,2722,夏都,ESVUFR
454,股票,2723,美食-KY,ESVUFR
455,股票,2727,王品,ESVUFR
456,股票,2731,雄獅,ESVUFR
457,股票,2739,寒舍,ESVUFR
458,股票,2748,雲品,ESVUFR
459,股票,2753,八方雲集,ESVUFR
460,股票,2801,彰銀,ESVUFR
461,股票,2809,京城銀,ESVUFR
462,股票,2812,台中銀,ESVUFR
463,股票,2816,旺旺保,ESVUFR
464,股票,2820,華票,ESVUFR
465,股票,2832,台產,ESVUFR
466,股票,2834,臺企銀,ESVUFR
467,股票,2836,高雄銀,ESVUFR
468,股票,2838,聯邦銀,ESVUFR
469,股票,2845,遠東銀,ESVUFR
470,股票,2849,安泰銀,ESVUFR
471,股票,2850,新產,ESVUFR
472,股票,2851,中再保,ESVUFR
473,股票,2852,第一保,ESVUFR
474,股票,2855,統一證,ESVUFR
475,股票,2867,三商壽,ESVUFR
476,股票,2880,華南金,ESVUFR
477,股票,2881,富邦金,ESVUFR
478,股票,2882,國泰金,ESVUFR
479,股票,2883,開發金,ESVUFR
480,股票,2884,玉山金,ESVUFR
481,股票,2885,元大金,ESVUFR
482,股票,2886,兆豐金,ESVUFR
483,股票,2887,台新金,ESVUFR
484,股票,2888,新光金,ESVUFR
485,股票,2889,國票金,ESVUFR
486,股票,2890,永豐金,ESVUFR
487,股票,2891,中信金,ESVUFR
488,股票,2892,第一金,ESVUFR
489,股票,2897,王道銀行,ESVUFR
490,股票,2901,欣欣,ESVUFR
491,股票,2903,遠百,ESVUFR
492,股票,2904,匯僑,ESVUFR
493,股票,2905,三商,ESVUFR
494,股票,2906,高林,ESVUFR
495,股票,2908,特力,ESVUFR
496,股票,2910,統領,ESVUFR
497,股票,2911,麗嬰房,ESVUFR
498,股票,2912,統一超,ESVUFR
499,股票,2913,農林,ESVUFR
500,股票,2915,潤泰全,ESVUFR
501,股票,2923,鼎固-KY,ESVUFR
502,股票,2929,淘帝-KY,ESVUFR
503,股票,2939,凱羿-KY,ESVUFR
504,股票,2945,三商家購,ESVUFR
505,股票,3002,歐格,ESVUFR
506,股票,3003,健和興,ESVUFR
507,股票,3004,豐達科,ESVUFR
508,股票,3005,神基,ESVUFR
509,股票,3006,晶豪科,ESVUFR
510,股票,3008,大立光,ESVUFR
511,股票,3010,華立,ESVUFR
512,股票,3011,今皓,ESVUFR
513,股票,3013,晟銘電,ESVUFR
514,股票,3014,聯陽,ESVUFR
515,股票,3015,全漢,ESVUFR
516,股票,3016,嘉晶,ESVUFR
517,股票,3017,奇鋐,ESVUFR
518,股票,3018,隆銘綠能,ESVUFR
519,股票,3019,亞光,ESVUFR
520,股票,3021,鴻名,ESVUFR
521,股票,3022,威強電,ESVUFR
522,股票,3023,信邦,ESVUFR
523,股票,3024,憶聲,ESVUFR
524,股票,3025,星通,ESVUFR
525,股票,3026,禾伸堂,ESVUFR
526,股票,3027,盛達,ESVUFR
527,股票,3028,增你強,ESVUFR
528,股票,3029,零壹,ESVUFR
529,股票,3030,德律,ESVUFR
530,股票,3031,佰鴻,ESVUFR
531,股票,3032,偉訓,ESVUFR
532,股票,3033,威健,ESVUFR
533,股票,3034,聯詠,ESVUFR
534,股票,3035,智原,ESVUFR
535,股票,3036,文曄,ESVUFR
536,股票,3037,欣興,ESVUFR
537,股票,3038,全台,ESVUFR
538,股票,3040,遠見,ESVUFR
539,股票,3041,揚智,ESVUFR
540,股票,3042,晶技,ESVUFR
541,股票,3043,科風,ESVUFR
542,股票,3044,健鼎,ESVUFR
543,股票,3045,台灣大,ESVUFR
544,股票,3046,建碁,ESVUFR
545,股票,3047,訊舟,ESVUFR
546,股票,3048,益登,ESVUFR
547,股票,3049,和鑫,ESVUFR
548,股票,3050,鈺德,ESVUFR
549,股票,3051,力特,ESVUFR
550,股票,3052,夆典,ESVUFR
551,股票,3054,立萬利,ESVUFR
552,股票,3055,蔚華科,ESVUFR
553,股票,3056,總太,ESVUFR
554,股票,3057,喬鼎,ESVUFR
555,股票,3058,立德,ESVUFR
556,股票,3059,華晶科,ESVUFR
557,股票,3060,銘異,ESVUFR
558,股票,3062,建漢,ESVUFR
559,股票,3090,日電貿,ESVUFR
560,股票,3092,鴻碩,ESVUFR
561,股票,3094,聯傑,ESVUFR
562,股票,3130,一零四,ESVUFR
563,股票,3138,耀登,ESVUFR
564,股票,3149,正達,ESVUFR
565,股票,3164,景岳,ESVUFR
566,股票,3167,大量,ESVUFR
567,股票,3189,景碩,ESVUFR
568,股票,3209,全科,ESVUFR
569,股票,3229,晟鈦,ESVUFR
570,股票,3231,緯創,ESVUFR
571,股票,3257,虹冠電,ESVUFR
572,股票,3266,昇陽,ESVUFR
573,股票,3296,勝德,ESVUFR
574,股票,3305,昇貿,ESVUFR
575,股票,3308,聯德,ESVUFR
576,股票,3311,閎暉,ESVUFR
577,股票,3312,弘憶股,ESVUFR
578,股票,3321,同泰,ESVUFR
579,股票,3338,泰碩,ESVUFR
580,股票,3346,麗清,ESVUFR
581,股票,3356,奇偶,ESVUFR
582,股票,3376,新日興,ESVUFR
583,股票,3380,明泰,ESVUFR
584,股票,3406,玉晶光,ESVUFR
585,股票,3413,京鼎,ESVUFR
586,股票,3416,融程電,ESVUFR
587,股票,3419,譁裕,ESVUFR
588,股票,3432,台端,ESVUFR
589,股票,3437,榮創,ESVUFR
590,股票,3443,創意,ESVUFR
591,股票,3447,展達,ESVUFR
592,股票,3450,聯鈞,ESVUFR
593,股票,3454,晶睿,ESVUFR
594,股票,3481,群創,ESVUFR
595,股票,3494,誠研,ESVUFR
596,股票,3501,維熹,ESVUFR
597,股票,3504,揚明光,ESVUFR
598,股票,3515,華擎,ESVUFR
599,股票,3518,柏騰,ESVUFR
600,股票,3528,安馳,ESVUFR
601,股票,3530,晶相光,ESVUFR
602,股票,3532,台勝科,ESVUFR
603,股票,3533,嘉澤,ESVUFR
604,股票,3535,晶彩科,ESVUFR
605,股票,3536,誠創,ESVUFR
606,股票,3543,州巧,ESVUFR
607,股票,3545,敦泰,ESVUFR
608,股票,3550,聯穎,ESVUFR
609,股票,3557,嘉威,ESVUFR
610,股票,3563,牧德,ESVUFR
611,股票,3576,聯合再生,ESVUFR
612,股票,3583,辛耘,ESVUFR
613,股票,3588,通嘉,ESVUFR
614,股票,3591,艾笛森,ESVUFR
615,股票,3592,瑞鼎,ESVUFR
616,股票,3593,力銘,ESVUFR
617,股票,3596,智易,ESVUFR
618,股票,3605,宏致,ESVUFR
619,股票,3607,谷崧,ESVUFR
620,股票,3617,碩天,ESVUFR
621,股票,3622,洋華,ESVUFR
622,股票,3645,達邁,ESVUFR
623,股票,3652,精聯,ESVUFR
624,股票,3653,健策,ESVUFR
625,股票,3661,世芯-KY,ESVUFR
626,股票,3665,貿聯-KY,ESVUFR
627,股票,3669,圓展,ESVUFR
628,股票,3673,TPK-KY,ESVTFR
629,股票,3679,新至陞,ESVUFR
630,股票,3682,亞太電,ESVUFR
631,股票,3686,達能,ESVUFR
632,股票,3694,海華,ESVUFR
633,股票,3701,大眾控,ESVUFR
634,股票,3702,大聯大,ESVUFR
635,股票,3703,欣陸,ESVUFR
636,股票,3704,合勤控,ESVUFR
637,股票,3705,永信,ESVUFR
638,股票,3706,神達,ESVUFR
639,股票,3708,上緯投控,ESVUFR
640,股票,3711,日月光投控,ESVUFR
641,股票,3712,永崴投控,ESVUFR
642,股票,3714,富采,ESVUFR
643,股票,3715,定穎投控,ESVUFR
644,股票,4104,佳醫,ESVUFR
645,股票,4106,雃博,ESVUFR
646,股票,4108,懷特,ESVUFR
647,股票,4119,旭富,ESVUFR
648,股票,4133,亞諾法,ESVUFR
649,股票,4137,麗豐-KY,ESVUFR
650,股票,4142,國光生,ESVUFR
651,股票,4148      ,全宇生技-KY,ESVUFR
652,股票,4155,訊映,ESVUFR
653,股票,4164,承業醫,ESVUFR
654,股票,4190,佐登-KY,ESVUFR
655,股票,4306,炎洲,ESVUFR
656,股票,4414,如興,ESVUFR
657,股票,4426,利勤,ESVUFR
658,股票,4438,廣越,ESVUFR
659,股票,4439,冠星-KY,ESVUFR
660,股票,4440,宜新實業,ESVUFR
661,股票,4526,東台,ESVUFR
662,股票,4532,瑞智,ESVUFR
663,股票,4536,拓凱,ESVUFR
664,股票,4540,全球傳動,ESVUFR
665,股票,4545,銘鈺,ESVUFR
666,股票,4551,智伸科,ESVUFR
667,股票,4552,力達-KY,ESVUFR
668,股票,4555,氣立,ESVUFR
669,股票,4557,永新-KY,ESVUFR
670,股票,4560,強信-KY,ESVUFR
671,股票,4562,穎漢,ESVUFR
672,股票,4564,元翎,ESVUFR
673,股票,4566,時碩工業,ESVUFR
674,股票,4571,鈞興-KY,ESVUFR
675,股票,4572,駐龍,ESVUFR
676,股票,4576,大銀微系統,ESVUFR
677,股票,4581,光隆精密-KY,ESVUFR
678,股票,4583,台灣精銳,ESVUFR
679,股票,4720,德淵,ESVUFR
680,股票,4722,國精化,ESVUFR
681,股票,4737,華廣,ESVUFR
682,股票,4739,康普,ESVUFR
683,股票,4746,台耀,ESVUFR
684,股票,4755,三福化,ESVUFR
685,股票,4763,材料-KY,ESVUFR
686,股票,4764,雙鍵,ESVUFR
687,股票,4766,南寶,ESVUFR
688,股票,4770,上品,ESVUFR
689,股票,4807,日成-KY,ESVUFR
690,股票,4904,遠傳,ESVUFR
691,股票,4906,正文,ESVUFR
692,股票,4912,聯德控股-KY,ESVUFR
693,股票,4915,致伸,ESVUFR
694,股票,4916,事欣科,ESVUFR
695,股票,4919,新唐,ESVUFR
696,股票,4927,泰鼎-KY,ESVUFR
697,股票,4930,燦星網,ESVUFR
698,股票,4934,太極,ESVUFR
699,股票,4935,茂林-KY,ESVUFR
700,股票,4938,和碩,ESVUFR
701,股票,4942,嘉彰,ESVUFR
702,股票,4943,康控-KY,ESVUFR
703,股票,4952,凌通,ESVUFR
704,股票,4956,光鋐,ESVUFR
705,股票,4958,臻鼎-KY,ESVUFR
706,股票,4960,誠美材,ESVUFR
707,股票,4961,天鈺,ESVUFR
708,股票,4967,十銓,ESVUFR
709,股票,4968,立積,ESVUFR
710,股票,4976,佳凌,ESVUFR
711,股票,4977,眾達-KY,ESVUFR
712,股票,4989,榮科,ESVUFR
713,股票,4994,傳奇,ESVUFR
714,股票,4999,鑫禾,ESVUFR
