statistic_yyy,site_id,people_total,area,population_density
106,高雄市三民區,343243,19.7866,17347
106,高雄市新興區,51153,1.9764,25882
106,高雄市前金區,26991,1.8573,14532
106,高雄市苓雅區,171033,8.1522,20980
106,高雄市前鎮區,189839,19.1207,9928
106,高雄市旗津區,28763,1.4639,19648
106,高雄市小港區,157475,45.4426,3465
106,高雄市鳳山區,359120,26.759,13421
106,高雄市林園區,69990,32.286,2168
106,高雄市大寮區,112397,71.04,1582
106,高雄市大樹區,42757,66.9811,638
106,高雄市大社區,34577,26.5848,1301
106,高雄市仁武區,85894,36.0808,2381
106,高雄市鳥松區,44291,24.5927,1801
106,高雄市岡山區,97329,47.9421,2030
106,高雄市橋頭區,37579,25.9379,1449
106,高雄市燕巢區,29922,65.395,458
106,高雄市田寮區,7245,92.6802,78
106,高雄市阿蓮區,28844,34.6164,833
106,高雄市路竹區,52761,48.4348,1089
106,高雄市湖內區,29803,20.1615,1478
106,高雄市茄萣區,30217,15.7624,1917
106,高雄市永安區,13980,22.6141,618
106,高雄市彌陀區,19383,14.7772,1312
106,高雄市梓官區,36116,11.5967,3114
106,高雄市旗山區,36940,94.6122,390
106,高雄市美濃區,39973,120.0316,333
106,高雄市六龜區,13016,194.1584,67
106,高雄市甲仙區,6107,124.034,49
106,高雄市杉林區,12038,104.0036,116
106,高雄市內門區,14540,95.6224,152
106,高雄市茂林區,1924,194,10
106,高雄市桃源區,4246,928.98,5
106,高雄市那瑪夏區,3125,252.9895,12
106,宜蘭縣宜蘭市,95918,29.408,3262
106,宜蘭縣羅東鎮,72319,11.3448,6375
106,宜蘭縣蘇澳鎮,40056,89.0196,450
106,宜蘭縣頭城鎮,29398,100.893,291
106,宜蘭縣礁溪鄉,35777,101.4278,353
106,宜蘭縣壯圍鄉,24250,38.4769,630
106,宜蘭縣員山鄉,32458,111.9106,290
106,宜蘭縣冬山鄉,53289,79.8573,667
106,宜蘭縣五結鄉,39673,38.8671,1021
106,宜蘭縣三星鄉,21467,144.2238,149
106,宜蘭縣大同鄉,6102,657.5442,9
106,宜蘭縣南澳鄉,5900,740.652,8
106,新竹縣竹北市,181955,46.8341,3885
106,新竹縣關西鎮,28896,125.5193,230
106,新竹縣新埔鎮,33415,72.1911,463
106,新竹縣竹東鎮,96918,53.5133,1811
106,新竹縣湖口鄉,77444,58.4303,1325
106,新竹縣橫山鄉,13064,66.3502,197
106,新竹縣新豐鄉,56836,46.3496,1226
106,新竹縣芎林鄉,20061,40.7858,492
106,新竹縣寶山鄉,14550,64.7871,225
106,新竹縣北埔鄉,9390,50.6676,185
106,新竹縣峨眉鄉,5538,46.801,118
106,新竹縣尖石鄉,9543,527.5795,18
106,新竹縣五峰鄉,4559,227.728,20
106,苗栗縣苗栗市,89165,37.8878,2353
106,苗栗縣頭份市,103147,53.3205,1934
106,苗栗縣苑裡鎮,45976,68.2473,674
106,苗栗縣通霄鎮,34691,107.8486,322
106,苗栗縣竹南鎮,85587,37.5592,2279
106,苗栗縣後龍鎮,36750,75.8079,485
106,苗栗縣卓蘭鎮,17134,76.3153,225
106,苗栗縣大湖鄉,14738,90.8396,162
106,苗栗縣公館鄉,33773,71.4523,473
106,苗栗縣銅鑼鄉,18138,78.3805,231
106,苗栗縣南庄鄉,10176,165.4938,61
106,苗栗縣頭屋鄉,10840,52.5046,206
106,苗栗縣三義鄉,16530,69.3424,238
106,苗栗縣西湖鄉,7154,41.0758,174
106,苗栗縣造橋鄉,12952,47.9978,270
106,苗栗縣三灣鄉,6756,52.2964,129
106,苗栗縣獅潭鄉,4417,79.4324,56
106,苗栗縣泰安鄉,5883,614.5127,10
106,彰化縣彰化市,233613,65.6947,3556
106,彰化縣員林市,124632,40.038,3113
106,彰化縣鹿港鎮,86799,39.4625,2200
106,彰化縣和美鎮,90986,39.9345,2278
106,彰化縣北斗鎮,33355,19.2547,1732
106,彰化縣溪湖鎮,55686,32.0592,1737
106,彰化縣田中鎮,41890,34.6056,1210
106,彰化縣二林鎮,50980,92.8478,549
106,彰化縣線西鄉,16928,18.0856,936
106,彰化縣伸港鄉,36957,22.3268,1655
106,彰化縣福興鄉,47332,49.8934,949
106,彰化縣秀水鄉,39357,29.3447,1341
106,彰化縣花壇鄉,45924,36.3469,1263
106,彰化縣芬園鄉,23755,38.0204,625
106,彰化縣大村鄉,36870,30.7837,1198
106,彰化縣埔鹽鄉,32587,38.6081,844
106,彰化縣埔心鄉,34836,20.9526,1663
106,彰化縣永靖鄉,37334,20.6382,1809
106,彰化縣社頭鄉,43144,36.1449,1194
106,彰化縣二水鄉,15325,29.4449,520
106,彰化縣田尾鄉,27462,24.0375,1142
106,彰化縣埤頭鄉,30642,42.7508,717
106,彰化縣芳苑鄉,33714,91.3827,369
106,彰化縣大城鄉,16987,63.7406,267
106,彰化縣竹塘鄉,15303,42.1662,363
106,彰化縣溪州鄉,30060,75.831,396
106,南投縣南投市,100180,71.6021,1399
106,南投縣埔里鎮,81033,162.2227,500
106,南投縣草屯鎮,97875,104.0327,941
106,南投縣竹山鎮,55060,247.3339,223
106,南投縣集集鎮,10904,49.7268,219
106,南投縣名間鄉,38796,83.0955,467
106,南投縣鹿谷鄉,17808,141.8981,125
106,南投縣中寮鄉,14842,146.6541,101
106,南投縣魚池鄉,15946,121.3735,131
106,南投縣國姓鄉,18803,175.7042,107
106,南投縣水里鄉,17803,106.8424,167
106,南投縣信義鄉,16253,1422.4188,11
106,南投縣仁愛鄉,15748,1273.5312,12
106,雲林縣斗六市,108567,93.7151,1158
106,雲林縣斗南鎮,44941,48.1505,933
106,雲林縣虎尾鎮,70892,68.742,1031
106,雲林縣西螺鎮,46244,49.7985,929
106,雲林縣土庫鎮,28932,49.0212,590
106,雲林縣北港鎮,40278,41.4999,971
106,雲林縣古坑鄉,31708,166.6059,190
106,雲林縣大埤鄉,19263,44.9973,428
106,雲林縣莿桐鄉,28939,50.8502,569
106,雲林縣林內鄉,18230,37.6035,485
106,雲林縣二崙鄉,27255,59.5625,458
106,雲林縣崙背鄉,24678,58.484,422
106,雲林縣麥寮鄉,45665,80.1668,570
106,雲林縣東勢鄉,14893,48.3562,308
106,雲林縣褒忠鄉,13010,37.0552,351
106,雲林縣臺西鄉,23954,54.0983,443
106,雲林縣元長鄉,25980,71.5872,363
106,雲林縣四湖鄉,23667,77.1189,307
106,雲林縣口湖鄉,27653,80.4612,344
106,雲林縣水林鄉,25624,72.9582,351
106,嘉義縣太保市,37781,66.8964,565
106,嘉義縣朴子市,42382,49.5737,855
106,嘉義縣布袋鎮,27143,61.7307,440
106,嘉義縣大林鎮,31198,64.1663,486
106,嘉義縣民雄鄉,71693,85.4969,839
106,嘉義縣溪口鄉,14751,33.0463,446
106,嘉義縣新港鄉,31935,66.0495,484
106,嘉義縣六腳鄉,23318,62.2619,375
106,嘉義縣東石鄉,24969,81.5821,306
106,嘉義縣義竹鄉,18486,79.2925,233
106,嘉義縣鹿草鄉,15577,54.3151,287
106,嘉義縣水上鄉,49744,69.1198,720
106,嘉義縣中埔鄉,44974,129.5016,347
106,嘉義縣竹崎鄉,35962,162.2256,222
106,嘉義縣梅山鄉,19475,119.7571,163
106,嘉義縣番路鄉,11599,117.5269,99
106,嘉義縣大埔鄉,4564,173.2472,26
106,嘉義縣阿里山鄉,5631,427.8471,13
106,屏東縣屏東市,200452,65.067,3081
106,屏東縣潮州鎮,54377,42.4331,1281
106,屏東縣東港鎮,47866,29.4635,1625
106,屏東縣恆春鎮,30726,136.763,225
106,屏東縣萬丹鄉,50935,57.4679,886
106,屏東縣長治鄉,30008,39.8861,752
106,屏東縣麟洛鄉,11076,16.26,681
106,屏東縣九如鄉,22110,42.0187,526
106,屏東縣里港鄉,26459,68.9208,384
106,屏東縣鹽埔鄉,25997,64.3493,404
106,屏東縣高樹鄉,24622,90.1522,273
106,屏東縣萬巒鄉,20556,60.7315,338
106,屏東縣內埔鄉,54707,81.8554,668
106,屏東縣竹田鄉,17158,29.0732,590
106,屏東縣新埤鄉,9936,59.0102,168
106,屏東縣枋寮鄉,24571,57.7347,426
106,屏東縣新園鄉,35321,38.3109,922
106,屏東縣崁頂鄉,15720,31.2659,503
106,屏東縣林邊鄉,18080,15.6233,1157
106,屏東縣南州鄉,10670,18.97,562
106,屏東縣佳冬鄉,19380,30.9842,625
106,屏東縣琉球鄉,12337,6.8018,1814
106,屏東縣車城鄉,8586,49.8517,172
106,屏東縣滿州鄉,7840,142.2013,55
106,屏東縣枋山鄉,5478,17.2697,317
106,屏東縣三地門鄉,7644,196.3965,39
106,屏東縣霧臺鄉,3246,278.796,12
106,屏東縣瑪家鄉,6746,78.7008,86
106,屏東縣泰武鄉,5271,118.6266,44
106,屏東縣來義鄉,7465,167.7756,44
106,屏東縣春日鄉,4867,160.001,30
106,屏東縣獅子鄉,4806,301.0018,16
106,屏東縣牡丹鄉,4926,181.8366,27
106,臺東縣臺東市,105960,109.7691,965
106,臺東縣成功鎮,14238,143.9939,99
106,臺東縣關山鎮,8742,58.7351,149
106,臺東縣卑南鄉,17399,412.6871,42
106,臺東縣大武鄉,6117,69.1454,88
106,臺東縣太麻里鄉,11163,96.6523,115
106,臺東縣東河鄉,8517,210.1908,41
106,臺東縣長濱鄉,7260,155.1868,47
106,臺東縣鹿野鄉,7951,89.698,89
106,臺東縣池上鄉,8248,82.6854,100
106,臺東縣綠島鄉,3926,15.0919,260
106,臺東縣延平鄉,3551,455.8805,8
106,臺東縣海端鄉,4222,880.0382,5
106,臺東縣達仁鄉,3518,306.4454,11
106,臺東縣金峰鄉,3653,380.6635,10
106,臺東縣蘭嶼鄉,5075,48.3892,105
106,花蓮縣花蓮市,104380,29.4095,3549
106,花蓮縣鳳林鎮,10861,120.5181,90
106,花蓮縣玉里鎮,24345,252.3719,96
106,花蓮縣新城鄉,20185,29.4095,686
106,花蓮縣吉安鄉,83747,65.2582,1283
106,花蓮縣壽豐鄉,18043,218.4448,83
106,花蓮縣光復鄉,12888,157.11,82
106,花蓮縣豐濱鄉,4383,162.4332,27
106,花蓮縣瑞穗鄉,11653,135.5862,86
106,花蓮縣富里鄉,10413,176.3705,59
106,花蓮縣秀林鄉,15889,1641.8555,10
106,花蓮縣萬榮鄉,6384,618.491,10
106,花蓮縣卓溪鄉,6066,1021.313,6
106,澎湖縣馬公市,62308,33.9918,1833
106,澎湖縣湖西鄉,14508,33.3008,436
106,澎湖縣白沙鄉,9817,20.0875,489
106,澎湖縣西嶼鄉,8408,18.7148,449
106,澎湖縣望安鄉,5176,13.7824,376
106,澎湖縣七美鄉,3856,6.9868,552
106,基隆市中正區,52163,10.2118,5108
106,基隆市七堵區,53972,56.2659,959
106,基隆市暖暖區,38708,22.8283,1696
106,基隆市仁愛區,44314,4.2335,10467
106,基隆市中山區,47908,10.5238,4552
106,基隆市安樂區,82358,18.025,4569
106,基隆市信義區,52035,10.6706,4876
106,新竹市東區,212553,33.5768,6330
106,新竹市北區,150636,15.7267,9578
106,新竹市香山區,77943,54.8491,1421
106,嘉義市東區,122103,30.1556,4049
106,嘉義市西區,147295,29.87,4931
106,金門縣金城鎮,43285,21.713,1994
106,金門縣金湖鎮,29413,41.696,705
106,金門縣金沙鎮,20535,41.19,499
106,金門縣金寧鄉,30838,29.854,1033
106,金門縣烈嶼鄉,12700,16.003,794
106,金門縣烏坵鄉,685,1.2,571
106,連江縣南竿鄉,7544,10.4,725
106,連江縣北竿鄉,2360,9.9,238
106,連江縣莒光鄉,1624,4.7,346
106,連江縣東引鄉,1352,3.8,356
106,東沙群島,… ,2.38,… 
106,南沙群島,… ,0.5045,… 
,,,,
,說明：1.人口密度係指每單位土地面積內之人口數。,,,
,2.96年12月起，我國土地面積增列東沙群島(2.38平方公里)及南沙群島(0.4896平方公里),,,
,，由高雄市代管；原金門縣烏坵鄉面積，因重測由2.6平方公里修正為1.2平方公里。,,,
,3.104年12月南沙太平島交通基礎整建工程竣工，增加面積0.0149平方公里。,,,
