SiteName,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
古亭,臺北市,60,細懸浮微粒,普通,1.5,0.27,0.3,58.9,34,27,21,8.9,10.1,1.2,2.4,354,2021/08/22 13:00:00,19,28,1,121.529556,25.020608,14
松山,臺北市,66,細懸浮微粒,普通,1,0.25,0.3,65.8,33,36,23,8.6,9.7,1,3.3,302,2021/08/22 13:00:00,21,34,1,121.578611,25.05,15
大同,臺北市,65,細懸浮微粒,普通,2,0.49,1.1,-,-,26,17,11.4,15.9,4.4,-,-,2021/08/22 13:00:00,21,33,1,121.513311,25.0632,16
桃園,桃園市,53,細懸浮微粒,普通,1.9,0.17,0.2,50.5,25,23,19,5,5.4,0.3,,,2021/08/22 13:00:00,16,25,2,121.30872222,24.98677778,17
大園,桃園市,44,,良好,2.4,0.18,0.2,38,19,21,11,4.7,6.8,2,4,293,2021/08/22 13:00:00,13,23,2,121.201811,25.060344,18
觀音,桃園市,33,,良好,2.1,0.14,0.1,26,18,16,6,4.5,6,1.4,3.5,271,2021/08/22 13:00:00,10,16,1,121.082761,25.035503,19
平鎮,桃園市,58,細懸浮微粒,普通,1.5,0.18,0.2,49.3,23,27,20,4.9,6.1,1.2,2.5,266,2021/08/22 13:00:00,18,23,0,121.203986,24.952786,20
龍潭,桃園市,49,,良好,1.2,0.2,0.2,58.1,28,29,18,6.8,7.1,0.2,2.7,255,2021/08/22 13:00:00,15,24,0,121.21635,24.863869,21
湖口,新竹縣,43,,良好,2.3,0.11,0.1,37.1,23,21,9,4.3,5.4,1,3.8,280,2021/08/22 13:00:00,13,22,1,121.038653,24.900142,22
竹東,新竹縣,45,,良好,2,0.22,0.2,58.9,28,28,22,4.2,4.8,0.5,2.3,240,2021/08/22 13:00:00,13,23,1,121.088903,24.740644,23
新竹,新竹市,58,細懸浮微粒,普通,2.7,0.21,0.2,43.1,22,22,17,6.7,8,1.2,2.7,260,2021/08/22 13:00:00,18,24,1,120.972075,24.805619,24
頭份,苗栗縣,49,,良好,2.9,0.15,0.2,44.1,26,64,13,3.8,5.7,1.8,3.6,286,2021/08/22 13:00:00,15,31,2,120.898572,24.696969,25
苗栗,苗栗縣,37,,良好,2,0.13,0.1,49.6,29,21,13,4.3,6.2,1.9,2.5,272,2021/08/22 13:00:00,11,18,1,120.8202,24.565269,26
三義,苗栗縣,39,,良好,2.9,0.18,0.1,53.2,29,26,17,4.5,5.6,1,2.6,335,2021/08/22 13:00:00,12,18,2,120.758833,24.382942,27
豐原,臺中市,32,,良好,2.7,0.22,0.2,55,29,19,13,5.5,6.7,1.2,3.5,308,2021/08/22 13:00:00,9,17,2,120.741711,24.256586,28
沙鹿,臺中市,40,,良好,2.5,0.13,0.1,47,27,24,15,4.2,6.2,1.9,3.1,247,2021/08/22 13:00:00,12,23,2,120.568794,24.225628,29
大里,臺中市,32,,良好,2,0.14,0.1,44.5,25,16,14,3.5,5.2,1.7,3.1,286,2021/08/22 13:00:00,9,17,1,120.67844444,24.09961111,30
忠明,臺中市,39,,良好,2.2,0.2,0.1,49.7,26,20,19,10.2,11.5,1.3,1.9,294,2021/08/22 13:00:00,12,17,2,120.641092,24.151958,31
西屯,臺中市,41,,良好,2.1,0.12,0.1,45.9,24,23,17,5.3,6.6,1.3,3.7,279,2021/08/22 13:00:00,12,17,1,120.616917,24.162197,32
彰化,彰化縣,48,,良好,2.1,0.07,0,51.5,29,25,21,5.4,6.6,1.2,2.9,276,2021/08/22 13:00:00,14,20,2,120.541519,24.066,33
線西,彰化縣,39,,良好,1.8,0.08,0.1,35,23,10,9,2.7,3.4,0.6,3.5,262,2021/08/22 13:00:00,11,21,1,120.469061,24.131672,34
二林,彰化縣,51,細懸浮微粒,普通,3.3,0.1,0.1,38.7,24,19,12,2.7,4.4,1.6,3,283,2021/08/22 13:00:00,15,28,2,120.409653,23.925175,35
南投,南投縣,28,,良好,1.4,0.09,0.1,38.2,21,11,10,1.9,3.1,1.2,1.7,237,2021/08/22 13:00:00,8,14,1,120.685306,23.913,36
斗六,雲林縣,36,,良好,1.9,0.13,0.1,39.7,25,15,11,2.4,3.5,1,2,253,2021/08/22 13:00:00,11,15,1,120.544994,23.711853,37
崙背,雲林縣,39,,良好,1.7,0.09,0.1,34.7,21,20,9,4.6,6.4,1.7,2.1,274,2021/08/22 13:00:00,11,29,1,120.348742,23.757547,38
新港,嘉義縣,31,,良好,2.3,0.12,0.1,41.8,24,12,7,1.4,2.2,0.8,2.3,233,2021/08/22 13:00:00,9,16,3,120.345531,23.554839,39
朴子,嘉義縣,36,,良好,2,0.15,0.1,34.8,19,15,11,1.4,3.8,2.3,2.4,260,2021/08/22 13:00:00,11,16,1,120.24781111,23.46712222,40
臺西,雲林縣,44,,良好,1.8,0.1,0.1,34.1,19,11,6,3.2,4.2,1,4.1,261,2021/08/22 13:00:00,13,19,2,120.19933333,23.702175,41
嘉義,嘉義市,21,,良好,1.3,0.08,0,41.9,23,18,6,1.6,3,1.4,2.2,258,2021/08/22 13:00:00,6,14,1,120.44083333,23.462778,42
新營,臺南市,39,,良好,1.5,0.13,0.1,40.6,22,16,11,3.3,4.4,1,2.2,268,2021/08/22 13:00:00,12,16,0,120.31725,23.305633,43
善化,臺南市,19,,良好,1.4,0.05,0,37.6,21,15,7,3,3.7,0.6,2.6,275,2021/08/22 13:00:00,5,12,1,120.297142,23.115097,44
安南,臺南市,24,,良好,1.6,0.16,0.1,35.9,21,16,11,1.6,2.3,0.6,3.5,204,2021/08/22 13:00:00,7,15,1,120.2175,23.048197,45
臺南,臺南市,21,,良好,1.2,0.14,0.1,33.4,23,9,7,2.9,4.3,1.4,2.8,239,2021/08/22 13:00:00,5,11,0,120.202617,22.984581,46
美濃,高雄市,22,,良好,1.8,0.12,0.1,35.4,21,6,2,1.9,2.3,0.4,1.2,246,2021/08/22 13:00:00,6,13,1,120.530542,22.883583,47
橋頭,高雄市,33,,良好,4.5,0.19,0.1,38.8,22,15,12,5.4,7.6,2.1,4.4,258,2021/08/22 13:00:00,10,16,1,120.305689,22.757506,48
仁武,高雄市,24,,良好,1.3,0.14,0.1,43.7,26,17,10,3,4.2,1.1,3.5,288,2021/08/22 13:00:00,6,13,1,120.332631,22.689056,49
鳳山,高雄市,29,,良好,2.7,0.38,0.3,37.1,24,16,14,8,10.1,2.1,1.7,294,2021/08/22 13:00:00,8,12,1,120.358083,22.627392,50
大寮,高雄市,28,,良好,2.1,0.16,0.1,46.5,24,13,14,6.3,6.9,0.6,2.9,283,2021/08/22 13:00:00,8,16,5,120.425311,22.56413611,51
林園,高雄市,43,,良好,3.5,0.3,0.2,65.9,29,27,20,6.4,8.1,1.6,2.5,261,2021/08/22 13:00:00,13,22,2,120.41175,22.4795,52
楠梓,高雄市,22,,良好,3.2,0.17,0.1,41.7,24,12,5,4.7,6.4,1.7,4,295,2021/08/22 13:00:00,5,13,1,120.328289,22.733667,53
左營,高雄市,25,,良好,1.9,0.12,0.2,48.8,25,16,9,1.7,2,0.3,3.5,286,2021/08/22 13:00:00,7,16,1,120.292917,22.674861,54
前金,高雄市,23,,良好,1.4,0.16,0.2,50.2,25,8,8,2.8,4,1.2,4.4,291,2021/08/22 13:00:00,5,4,1,120.288086,22.632567,56
前鎮,高雄市,22,,良好,2.2,0.2,0.2,50.6,24,19,7,7.3,9.1,1.7,1.2,343,2021/08/22 13:00:00,5,13,1,120.307564,22.605386,57
小港,高雄市,31,,良好,2.3,0.16,0.1,63.1,27,23,11,8.7,10.6,1.9,4.3,259,2021/08/22 13:00:00,9,16,1,120.337736,22.565833,58
屏東,屏東縣,25,,良好,3.6,0.2,0.1,62.1,27,31,13,4.5,5.1,0.6,2.8,286,2021/08/22 13:00:00,5,16,1,120.488033,22.673081,59
潮州,屏東縣,23,,良好,3.6,0.31,0.1,59.8,25,23,16,7.2,7.9,0.7,4.1,254,2021/08/22 13:00:00,5,12,1,120.561175,22.523108,60
恆春,屏東縣,21,,良好,4.1,0.27,0.2,34.5,22,18,8,2.4,4.3,1.8,2.4,273,2021/08/22 13:00:00,6,11,1,120.788928,21.958069,61
臺東,臺東縣,15,,良好,1.9,0.14,0.1,23.1,16,9,3,3.6,6.1,2.4,1.6,182,2021/08/22 13:00:00,4,12,1,121.15045,22.755358,62
花蓮,花蓮縣,17,,良好,1,0.14,0.1,30.3,13,13,4,3.4,4.5,1.1,1.8,152,2021/08/22 13:00:00,4,17,0,121.599769,23.971306,63
陽明,臺北市,45,,良好,1.2,0.17,0.1,46.3,26,24,17,3.8,4.7,0.9,2.3,10,2021/08/22 13:00:00,13,19,0,121.529583,25.182722,64
宜蘭,宜蘭縣,37,,良好,2.7,0.19,0.1,50.4,31,20,12,3,3.7,0.6,3.4,113,2021/08/22 13:00:00,11,20,0,121.746394,24.747917,65
冬山,宜蘭縣,28,,良好,2.2,0.21,0.2,45.4,26,19,10,4.2,5.2,1,4.5,91,2021/08/22 13:00:00,8,19,1,121.792928,24.632203,66
三重,新北市,66,細懸浮微粒,普通,2.3,0.53,0.7,-,-,28,18,17.8,31.4,13.6,-,-,2021/08/22 13:00:00,21,33,1,121.493806,25.072611,67
中壢,桃園市,53,細懸浮微粒,普通,2,0.31,0.6,39.7,17,27,17,14.5,26.3,11.8,1.4,53,2021/08/22 13:00:00,16,26,1,121.221667,24.953278,68
竹山,南投縣,34,,良好,1.9,0.08,0,47,25,22,15,3.7,4.8,1.1,1.7,226,2021/08/22 13:00:00,10,16,1,120.677306,23.756389,69
永和,新北市,61,細懸浮微粒,普通,1.9,0.75,0.6,44.1,27,35,22,20.1,26.6,6.5,2.1,35,2021/08/22 13:00:00,19,31,1,121.516306,25.017,70
復興,高雄市,24,,良好,2,0.24,0.3,49.1,23,18,15,4.2,5.7,1.4,0.5,262,2021/08/22 13:00:00,7,11,1,120.312017,22.608711,71
埔里,南投縣,21,,良好,1.3,0.11,0.1,31.5,17,6,6,1.7,3,1.2,2.3,296,2021/08/22 13:00:00,6,12,1,120.967903,23.968842,72
馬祖,連江縣,31,,良好,0.6,0.08,0,49.4,33,9,,2.1,2.9,0.8,3.3,180,2021/08/22 13:00:00,,15,0,119.949875,26.160469,75
金門,金門縣,30,,良好,1,0.1,0,35.1,25,13,8,4.5,6.7,2.2,5.8,201,2021/08/22 13:00:00,9,15,0,118.312256,24.432133,77
馬公,澎湖縣,18,,良好,0.7,0.08,0,20.1,19,4,3,1.3,2.8,1.5,2.3,252,2021/08/22 13:00:00,1,3,0,119.566158,23.569031,78
關山,臺東縣,12,,良好,1.1,-,-,20.7,13,8,0,1.4,2.8,1.4,1.6,196,2021/08/22 13:00:00,1,12,0,121.161933,23.045083,80
麥寮,雲林縣,24,,良好,,0.07,0.1,25.4,19,8,3,2.3,4.1,1.7,3.1,251,2021/08/22 13:00:00,7,15,1,120.251825,23.753506,83
富貴角,新北市,44,,良好,0.5,0.09,0.1,45.6,35,12,7,1.2,1.4,0.2,3,276,2021/08/22 13:00:00,13,19,0,121.54738,25.29228,84
大城,彰化縣,37,,良好,1.6,0.03,0.1,25,19,11,6,0.2,2,1.7,6.1,296,2021/08/22 13:00:00,11,20,1,120.26964167,23.85493056,85
彰化(員林),彰化縣,35,,良好,1.6,0.15,0.1,48.7,24,24,17,2.4,2.7,0.3,2,308,2021/08/22 13:00:00,10,18,1,120.58178611,23.95058333,201
臺南(麻豆),臺南市,23,,良好,1.5,0.08,0.1,30.6,17,11,7,1.7,2.7,0.9,1.1,236,2021/08/22 13:00:00,7,12,1,120.24583056,23.17904722,203
屏東(琉球),屏東縣,35,,良好,1.7,0.22,0.2,52.2,28,15,10,2.6,3.2,0.5,1.6,313,2021/08/22 13:00:00,10,19,0,120.37722,22.35222,204
新北(樹林),新北市,49,,良好,1.3,0.19,0.2,47.6,26,26,19,6.2,6.3,0,0.2,263,2021/08/22 13:00:00,15,22,0,121.38352778,24.94902778,311
臺南(學甲),臺南市,24,,良好,0.8,0.11,0.1,30.6,19,12,7,4.6,7.6,3,2.5,286,2021/08/22 13:00:00,7,12,0,120.18339722,23.23688056,312
屏東(枋寮),屏東縣,26,,良好,0.9,0.2,0.1,55.8,28,,6,1.5,1.7,0.2,0.6,296,2021/08/22 13:00:00,6,,0,120.59116667,22.37094722,313
